etat_ordinateur,marque_ordinateur,prix_ordinateur,adresse,image_ordinateur
NeufDell,Dell inspiron All in One,525 000,Sicap Sacré-cœur Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/7d4018ef3da25dc432e53e45b160a974/-/horizon-files-prod/ed/picture/q6xd9mev/080698d3853fe32755df653097a1eec97915f223.jpg
VenantHP,Écran pc HP 27 pouces neuf scellé,165 000,Yoff Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/1f0ab6d723e1ba44187161a9f27292f8/-/horizon-files-prod/ed/picture/qwep85m0/b839e56f7ed990182d5d4d2b4742fa1d87e1b042.jpg
VenantHP,🌟 HP Gameur corei7 9e génération 🌟,290 000,Gibraltar Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/c211c571bd2889d342d2d230a09e7c6c/-/horizon-files-prod/ed/picture/qwe2qrg5/caa5f98c7772a6de6c85c1ae5fb73e0239210a8f.jpg
NeufLenovo,Lenovo p15 i7 ram 32 nvidia 4go,490 000,Derkle Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/592fdbd205920879d2ed42e683c1ad5d/-/horizon-files-prod/ed/picture/q7854g0e/1aa17d61226fa1385977b9c8413a3c18042107d8.jpg
VenantHP,Hp 450 g7 i5 10e gen 16/512,195 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/0b4d025fe3e17ab174cd98ca0011d8dc/-/horizon-files-prod/ed/picture/qngppjvr/48e61dc1ab10e8fc19d980a958b8941cedec6e73.jpg
VenantApple,IMAC SLIM 2017,200 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/b15e2421665db0c5e92dc0a7d987749c/-/horizon-files-prod/ed/picture/q56xq88e/06f3f9d933e977ad1c5a595f4041c7e773526834.png
NeufASUS,ASUS ROG Strix G16 (2024),1 200 000,Sicap Sacré-cœur Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/c53540d0ce9c71ffe9381a55f9b49d65/-/horizon-files-prod/ed/picture/q6xd28q7/bd68c9feb88ed1171e39dc8064ae51d688981e30.jpg
VenantDell,Dell Précision 5530 i7 9th Génération (work station),380 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/ea73441a5518b522d1a617f135d994ca/-/horizon-files-prod/ed/picture/qxjpm9ev/806c1b670c5cbaecc8938a33bb1bf9f15704dfb1.jpg
VenantHP,Ordinateur HP ELITEBOOK 830 G5 core i5 8TH 8GB 256GB,180 000,Liberte 6 extension Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/803715e29e1e90e8353fb0c6412e20b3/-/horizon-files-prod/ed/picture/qj4qe69g/9dad524ad63018c961de26772cfd4c65ed8b126c.jpg
VenantLenovo,Lenovo x1 carbone i7 8th ram 8,250 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/a88c40f615823f5dcb05975e7efa63a0/-/horizon-files-prod/ed/picture/q787gmpd/ea8ca2784dcb2ba5d19057353ed75a4de24b5fec.jpg
VenantLenovo,Lenovo IdeaPad 5 Pro - AMD Ryzen 5,300 000,Point-e Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/4b06c4c47e3fe236d0336ba4b454168e/-/horizon-files-prod/ed/picture/q6xdz747/fa94df91723ebd9f9e9674c640aa57c5b8d1acfe.jpg
NeufMicrosoft Surface,Microsoft Surface Pro 11,950 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/215880d2f4c92d3aa479c17e2b8f34c7/-/horizon-files-prod/ed/picture/qkr8kvem/e64810bfd5c858a9fd2b48715495946ed36ecaca.jpg
NeufHP,Ordinateur de bureau HP 290 G4 I5 10TH,530 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/4491a5b911ee3504702b712f67d32c0e/-/horizon-files-prod/ed/picture/q0j5dp6/52f06cfef43c2427a416f3519daba721cd11366f.png
VenantDell,Dell optiplex 3050/3060 i3/i5 6th/7th 3.40GHz,1,Keur Massar Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/fb6ae74c7e0e62bf1bad9efbd98b9138/-/horizon-files-prod/ed/picture/qxjpx5e0/8808a52f3fcddafccfe1727e2b9cd3dfc955be08.jpg
NeufHP,HP ZBook 14U G5 14,320 000,Plateau Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/5474870652336876afaec128643831ca/-/horizon-files-prod/ed/picture/qrz8n262/70de21426ddca813332299f1b1e2565b3fd396e4.png
NeufLenovo,Lenovo ThinkPad E14 Gen5 Core i5 1335U,600 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/aacd23ebcf9a9259d043d7cd592b57f1/-/horizon-files-prod/ed/picture/qpdm96xr/71fe4b74395b07c2535d7152457783769c012858.jpg
VenantHP,𝗛𝗣 𝗭𝗕𝗢𝗢𝗞 𝟭𝟰𝗨 𝗚𝟲 | i𝟱 | 𝟴 𝗚𝗲𝗻,210 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/9fad53126901b65d31b41b64080917e8/-/horizon-files-prod/ed/picture/qwep9drz/bdaff3d6eac53b934300eba6ce256c9af21282a6.jpg
D'occasionAutre,Surface pro 7,180 000,Parcelles Assainies Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/3a9180b5df8899a82e2bd5ab156c25a3/-/horizon-files-prod/ed/picture/q8v4wgkr/d40df5181f353231233981d90c774c60481a47ca.jpg
Neuf,SURFACE PRO 9,650 000,Plateau Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/8abeda4a7f9d7dcc519e5b5ec7996815/-/horizon-files-prod/ed/picture/qm5g9pv2/4079cb40f1b481e3e3c19b8e7293e88ce713f8a2.jpg
NeufLenovo,💻 Lenovo ThinkBook 15 G2 ITL – Ultra performant 🔥,345 000,Plateau Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/abe878371eee884b5783feb33039d81a/-/horizon-files-prod/ed/picture/q44n98wv/8d7e6addb550d13e7d1603ad1713ba121431ffd9.jpg
NeufHP,HP 15-DW1540NIA DUAL CORE 4/1 TO,190 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/772c98be101fdd5b3ef9ed0283970420/-/horizon-files-prod/ed/picture/qj4rpx8r/027263979281b73d96417800cefa39da714750fe.jpg
VenantLenovo,Lenovo T580 i5 8th Ram 8,175 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/7b369c25d728a34c4c8ac05218431f07/-/horizon-files-prod/ed/picture/q0gw5kr8/55c1ebf53d038d0c0a960b7499259e9a035fb03c.jpg
NeufHP,HP 15 Core i5.11eme,390 000,Colobane Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/99f08f7f0ee70c21b347c9d09af61481/-/horizon-files-prod/ed/picture/qnegpgk/86ba96971dac11450815668bbfc401ece4c19af8.jpg
VenantApple,❇Mac Pro TouchBar ✅ i5- 256Go SSD ✅,375 000,Hlm Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/17b5b5f39332b9200543466ca18e7731/-/horizon-files-prod/ed/picture/qv4wxrg8/346758252b30517da89a9d038476fbfbb87f77a4.jpg
NeufHP,Hp Probook 450 G8 scelle,350 000,Cambérène Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/2a28215833286efb69775c6f43b984a0/-/horizon-files-prod/ed/picture/qxjpzmm2/371ed454af161d53f2311c95bdd9a4b5146e0492.jpg
VenantHP,HP probook 650 g2 i5 ram 8,135 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/519700a3861dcc78b7d006202c5552fc/-/horizon-files-prod/ed/picture/qneq4d9/84ccd70497c2824bb1a0786ce76eba3bf12ff4e5.jpg
VenantDell,Dell 5330 i5,350 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/60483b5cc9bf0c1427b94c341909ba46/-/horizon-files-prod/ed/picture/qde7jge5/d5537a454be115cc57d896aaa14fc323ae745aed.jpg
RéconditionnéDell,DELL LATITUDE E 3460 I3,75 000,Colobane Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/e4091a48733c5c6a65d1e89094044a8d/-/horizon-files-prod/ed/picture/qxj2q82m/d94a794e776e01801937e92d244bbcc74caf258c.jpg
RéconditionnéHP,HP pro 310 x360.14,75 000,Gueule-Tapée Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/130da3bdb241bd283e3f89b0ad63dad2/-/horizon-files-prod/ed/picture/q0g705qx/69a691a436db0dd39410ce71baffc8c5257daad6.jpg
D'occasionHP,"ORDINATEURS FIXE HP CORE 17 , 22” POUCES",90 000,Colobane Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/cef7ca42b469ee175a4de97fc4315c8f/-/horizon-files-prod/ed/picture/q448pnvm/8c92b8557959226fd0857af18b5a386270812b8d.jpg
VenantApple,"Mac book pro 2017 core i5 processeur 3.1Ghz 
Ram 16go Disque",385 000,Hlm Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/f6c88d6606166da781f411472b4f666d/-/horizon-files-prod/ed/picture/q9mj2p50/fbb3d94d49583250a554d4d61edab0116b71a8c8.jpg
VenantHP,HP notebook 14 AMD E2/32G M2.0/ 4G intégré,45 000,Parcelles Assainies Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/2e362c2eb3c1f19bf0a53f4e648ea1bd/-/horizon-files-prod/ed/picture/q448x664/5198ea1f5d8b960d6eda68a16542e23fae7ad7cd.jpg
D'occasionHP,✨ Le HP 250 G8 à un prix imbattable ! ✨,"200 000

225 000

Économisez11.1%",Fass Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/d7b3da8e31069370333583af7a012a3f/-/horizon-files-prod/ed/picture/q2j0685q/b8f99ff0314dfb4c851234e214dd80f4dabe8a75.jpg
NeufDell,Dell Precision 5680 de 13 eme Génération Rtx Nvidia,775 000,Cambérène Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/d3916e82382aa16c13b5afbbf3042445/-/horizon-files-prod/ed/picture/qde7q8z4/0b9311397e46699f50528d19256fbd6821056723.jpg
NeufHP,Hp EliteBook 1030x360 Corei7 512ssd Ram16,250 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/ccf8d7a638de00a95b6154dc04f036ba/-/horizon-files-prod/ed/picture/q56d2xv5/7066ec1b123d4ef77d7c8547c3124d2ae0e1172b.jpg
NeufHP,Promo☄️Hp EliteBook 840 Corei5 Ram8 ssd 256,150 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/284a14c19d5eb2603e058b240c704233/-/horizon-files-prod/ed/picture/q0g70nr6/6d3d1c6c2dd8866587685aaed84bf97f75a2cf0b.jpg
VenantHP,HP EliteBook 840 G9 Core i5 12ème Gen,400 000,Gueule-Tapée Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/5750f5c824249c3b2a4510dda89b47de/-/horizon-files-prod/ed/picture/qq4288en/d40714ed929cde1327b97bdeef76cad11d3ce1c6.jpg
NeufApple,MacBook Pro 2019 i9 16 pouces,550 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/5feb9a2ac6a07a7b4bb89115d54d1038/-/horizon-files-prod/ed/picture/qxjp74z2/f2c60f12c23bce0fc1a3ce16580f4055dff2dd2b.jpg
RéconditionnéLenovo,GAMER LENOVO P52 CORE I7,300 000,Colobane Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/59a72a3a90a847acf06c119d88475ed5/-/horizon-files-prod/ed/picture/q9m9z04w/c3d414c86a547a6c55ca008abc26ec7ee5156722.jpg
VenantLenovo,"Lenovo E530 i7 ram 8, 15 pouces",140 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/8e73e38fffb74fb9b6a0425b0e882085/-/horizon-files-prod/ed/picture/q6x6jr28/1f7a971fbf192f81b3293ee08c4f2805b8ef0c0b.jpg
VenantHP,HP 1030 G2,215 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/683d11601698a5163eac3c8a8a5ce928/-/horizon-files-prod/ed/picture/qv4wv6ep/8f0ea445a313f387f606cdd685a5870cc13014ae.jpg
NeufAutre,SURFACE PRO 7+ CORE I5,425 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/988050ee731cbbb12073e2ea0225cfc7/-/horizon-files-prod/ed/picture/q2j09g6q/9d6f749070e0186bc8de2e7e6c3e91b98cbe04f4.jpg
VenantHP,HP Probook 450 G5 Cor i7,190 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/840b46f697a5228f78d47f4c9fe57389/-/horizon-files-prod/ed/picture/q8v49kjp/2334efcfa8992af7d35edec52d47fbe9c72b55d6.jpg
VenantDell,All in one Dell 7440,220 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/b5f5f0f32e9ff8cb7419f444369fbd80/-/horizon-files-prod/ed/picture/qzvpq4wx/c3179750361840213d045f2aa0323fd7a74601ad.jpg
NeufMicrosoft Surface,Surface Pro 11 Edition ur Snapdragon X Elite,"1 350 000

1 400 000

Économisez3.6%",Zone de captage Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/6636b089341577b92a457b1c904fbb0e/-/horizon-files-prod/ed/picture/qxjpnzjw/92f1c416f971fcd4b90fc3d44034768c987954c0.jpg
NeufAutre,Clavier filaire + souris,5 000,Dieuppeul Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/eb8cf280b021699beb364cdc826ac9c2/-/horizon-files-prod/ed/picture/q2jrerv8/063a2db34d20e475b9c9d9f0fb226170b08026ee.jpg
D'occasionMicrosoft Surface,"Microsoft Surface Laptop 3 – 15""  – Ryzen 5  - 8GB - 256GB",320 000,Point-e Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/6faa6a087a1d0a8d915157f1638a0797/-/horizon-files-prod/ed/picture/qq42nw46/e4534c7648eadd74741af81f8b51b725226ee376.jpg
NeufLenovo,Lenovo P16s Gen 3  Ultra 7   32GB / 1T ssd  A500,"1 090 000

1 200 000

Économisez9.2%",Zone de captage Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/f843e7bbf9f110d445dd7f842dc2d481/-/horizon-files-prod/ed/picture/q6xdvpwp/9f12f015b2e55fce1f336b49df6113bce31c3078.jpg
NeufHP,HP Victus 15.6'' Ryzen 5 8GB SSD 512,"475 000

525 000

Économisez9.5%",Fenêtre mermoz Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/603d84ca5ebb8e4ccdf3a5895803ba52/-/horizon-files-prod/ed/picture/qxjpzeq4/a303e30bc953900cace1da966a8bd4b57182bc4b.png
NeufHP,Hp 840 g4 i5 tactile neuf,160 000,Amitié Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/78fed9d63e96e1dad5225a6b03104f49/-/horizon-files-prod/ed/picture/q0g7xpwg/3739cc9d769246be9f0eb907399fc6261db90692.jpg
VenantLenovo,"Lenovo t560 i5 ram 8, 15 pouces",145 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/b7afc569584ea65e44789ed3cc09658a/-/horizon-files-prod/ed/picture/qj4j0npd/043d794677097fef606821f28f51a278e90e591d.jpg
VenantMicrosoft Surface,Surface Laptop Studio - I5 11th | 16GB RAM | 256,360 000,Point-e Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/86ce03f43470225d97dfb3e1a542fcc9/-/horizon-files-prod/ed/picture/qgqwz6e9/36a9541dfacf84e5414865fd973ab5f03e6086af.jpg
NeufHP,Hp ProBook 450 G9 Core i7 12th gen,610 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/42148c813e35310783059a16ab16bb83/-/horizon-files-prod/ed/picture/qre0jj8/ea36f251bc6578cdad606a77947c1fc75e721770.png
NeufMicrosoft Surface,Microsoft surface pro Elite x,875 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/adb46dfea555a5cc3343984930ed33b5/-/horizon-files-prod/ed/picture/qq42xvzv/e51ac1d85299c547448bcc5240b70608932fd9b6.png
VenantApple,MacBook Air core i5,145 000,Grand-Yoff Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/52e30fe850fa79cd74131dad4925fdc7/-/horizon-files-prod/ed/picture/qj4qe2jr/6da464f7f9fe40fe4fbe0d801f754a9351e0ee20.jpg
VenantDell,Dell 3470 tactile i5 6th ram 8,130 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/f74392c81aed1a4d47db1beb139eae21/-/horizon-files-prod/ed/picture/q9zveg8/1b8c1e5ca8174b20b5450b17a85c7f1781468f27.jpg
VenantDell,Dell core i5 disc ssd 128g ram 8g,55 000,Yoff Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/7789d7217c39553e8eeccd6bfd8c1b4e/-/horizon-files-prod/ed/picture/qngp8zpw/0445b95613bb6897e28be99a01b2b10b9c78b592.jpg
VenantHP,"HP Zbook 15 G2 Cor i7 ""GAMER""",180 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/6a90e71949ff3fd2fa3cb9eef0cca222/-/horizon-files-prod/ed/picture/qzvpw5kg/ae8a3ac3444703e4f33265ef6e76bb55b1ca6ba5.jpg
VenantLenovo,LENOVO THINKPAD L480 | INTEL CELERON,85 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/288d435e2fc2d7fa365ce31268428cbb/-/horizon-files-prod/ed/picture/q785dzee/b852e677fe71d9b92ed6423f8e9b310bb6123b9f.jpg
VenantLenovo,Lenovo t540p i5,100 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/085862f03d9c4ef8c288c733c4aacdb1/-/horizon-files-prod/ed/picture/q0gwxrzx/4c6c9f0376fbd39fdc8e95b5115e0c533e07cfc3.png
RéconditionnéHP,GAMER HP ZBOOK 14U G6  (PROMO 🔥🔥🔥),"250 000

280 000

Économisez10.7%",Colobane Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/437a2e2144b10deacf55d0687f5e5a41/-/horizon-files-prod/ed/picture/q9m9zmm0/fc834fa98990051f421e2da380c8b8b453456b00.jpg
VenantApple,Macbook pro 2016 15 pouce,325 000,Yoff Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/fda4ac65f1afcaa9aad9677420b98c5e/-/horizon-files-prod/ed/picture/qv4wj86v/48c840080726b5ab67e6f4cde7838c8202eae51a.jpg
NeufHP,Ordinateur Hp Pavilion CS3153CL Ecran 15.6'' Pouces tactile,470 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/d649c7e7ca7e7a0486e874a4e2afa3ab/-/horizon-files-prod/ed/picture/qw65rm0/334a419784d736f46c0442ebd8dc836e4fdf2281.png
NeufApple,Mac air 2017,170 000,Plateau Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/d72db09b1342771209f7cdd0600db74e/-/horizon-files-prod/ed/picture/qkr8dq7m/2b12ad13f38aa04b7d5743a1ef350a8ae5e82d66.jpg
VenantHP,Hp zbook i7,250 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/b42c8bd8e772e526c48994c4f1ac567d/-/horizon-files-prod/ed/picture/qrz84wg2/9a3470afab19470b23500bfb0691e4ba1b9d54ed.jpg
RéconditionnéApple,iMac 27 pouces i7 8GB SSD 1TB,1 100 000,Fenêtre mermoz Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/1917c76a83d739e624c42d50845dc0f3/-/horizon-files-prod/ed/picture/q2j0x22v/2fdfefbd766d0dd0176c6cb9cab6fc8c36eafd1f.jpg
VenantDell,"Dell Latitude 5000 5430 14"" Rugged Core i7 11th Gen",650 000,Point-e Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/b14c9278ee857c2ce34961fcc47ea7f2/-/horizon-files-prod/ed/picture/qde7zz0m/e4b22a60d993d99dd68a26a16ce195c2975aa720.jpg
VenantApple,Macbook air 2020,270 000,Plateau Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/e158268940a5b72159696cde9e5974e9/-/horizon-files-prod/ed/picture/qxjpzwmq/e5b7f8d3e6126c75820c37aef1cd26586b4cb60a.jpg
VenantLenovo,Lenovo Thinkpad 11e 11.6 pouce,60 000,Yoff Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/311c4ee188260ef408915f6449f08b6b/-/horizon-files-prod/ed/picture/qm5g9n6q/dd0154275a09dd370ba7839aefbf8e14184dd4f6.jpg
NeufHP,Peomo☄️Hp EliteBook 840 Corei5 Ram8 ssd 256,150 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/07c843d2809186097a7a65c6443458ff/-/horizon-files-prod/ed/picture/q44nv5mz/f423d64b708bd9622d8754db09025cdc6fbf822b.jpg
NeufHP,Hp EliteBook 1040 g7 i7 x 360 yoga(14 pouces),365 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/c96d33c450732c8381321c310efa77db/-/horizon-files-prod/ed/picture/q8v4v7d6/323c926f9193b1266130602392c7c878628290b4.jpg
NeufApple,Mac Book M1 Pro de 16 Pouces,775 000,Cambérène Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/c4b47f6b89f07218e876ef9c9173c83b/-/horizon-files-prod/ed/picture/qm5gdzvj/209da296b2b198c1c002095a007268ca5f1ecb44.jpg
VenantLenovo,Ordinateur Lenovo en promotion,79 900,Gibraltar Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/a297f82cb638554d253ac4d449605f40/-/horizon-files-prod/ed/picture/qj4q7nk5/42c4de3b6e4db2219ed3366fb17999d9ff0fa7b2.jpg
NeufAutre,Razer Blade Gamer Corei7 Ram32 Gtx 8Giga dédié,400 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/d3bff3d67ca9dd30951c635a7ea4f391/-/horizon-files-prod/ed/picture/q8v4x75n/aad6ed4a03bd68fb93a7681be120cbdc933407c3.jpg
VenantLenovo,Thinkbook 14 G6,350 000,Pikine Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/5589376d51f1bb8f0a986184158cb72a/-/horizon-files-prod/ed/picture/qrz8kevq/5afb77bac7dae0a210f18d9194e2078c9bf7c202.png
NeufHP,HP Envy 15 i5 12Go SSD 256Go + 1To x360 Tactile,300 000,Dieuppeul Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/a630bfb91e479eb524a465befb0e4443/-/horizon-files-prod/ed/picture/qzvp5xp6/81c49bc58b6e5aa4c37da210e5b2db6252287628.jpg
NeufApple,MacBook Pro 2024 / M4 Max / 48GB / 1TB,2 600 000,Point-e Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/b8915e61404e5821f69199acaba08eff/-/horizon-files-prod/ed/picture/qpdmrw2p/b6e7efe080ee5d97fcf4ad0af406eb71d60711a8.jpg
VenantApple,✅ Mac Pro 2015- i7- 16Go Ram- 500Go SSD- 15,275 000,Hlm Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/d048f03b77682da29e2176cee47f3c6d/-/horizon-files-prod/ed/picture/qrz85w4x/2ebf74d8ac579ebc899fa3497c11ba6ea58374e4.jpg
Venant,MSI KATANA i7 RTX,600 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/0e5588b69673d9fadef8545719644f16/-/horizon-files-prod/ed/picture/q9mj6d65/3fee61054885ddac158bc6f88c52f454eaaf035e.jpg
VenantApple,✅ Mac Air M1 2020- Gold- 256go Ssd ✅,450 000,Hlm Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/ee77ae39e14ccaf6292f6169ed708579/-/horizon-files-prod/ed/picture/qenvknzv/282f333c72599f566defa99a79458bfbb1e99b24.jpg
NeufApple,One plus,460 000,Thiès Thiès,https://i.roamcdn.net/hz/ed/listing-thumb-224w/2ddb1dabfc79bc378344a041cf96a2f2/-/horizon-files-prod/ed/picture/q9mjvnkp/efcfaa4c6daf420ab00b7d3fd63d494d031f05bc.jpg
NeufMicrosoft Surface,Surface Pro 7 + Scelle,550 000,Cambérène Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/2ec12c04b040d7bfe2ae6bbea32af6cd/-/horizon-files-prod/ed/picture/q8v4d087/618bf1f4292df478ae63cfab58f28bc42a902fac.jpg
NeufApple,"Macbook Pro 14"" M4 2024 512Go scellé, Apple Intelligence 🤖",1 345 000,Plateau Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/00d7d9f98a7479f9051be21dd31383eb/-/horizon-files-prod/ed/picture/qgqwrzk0/49b1e9c1c6064dd48da2077e819324218e8adbe6.jpg
NeufHP,HP EliteBook 840 G3 core i5 6th Generation,180 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/b2a50795dd5d3523f2d7966402d118ea/-/horizon-files-prod/ed/picture/qngpqw8e/f6732bde7dc3b079eb4c187d47256547aa2cd561.jpg
NeufHP,Promo☄️Hp EliteBook 840 Corei5 256ssd Ram8,150 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/fabb064249744509b44699985a3f3175/-/horizon-files-prod/ed/picture/q0g7znr8/10adaab538e9df0f223c1d35f5597c26dd14e8bc.jpg
VenantHP,Ordinateur,200 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/4ad62629561bc8c2a761c692bc061e03/-/horizon-files-prod/ed/picture/qzvd7k2v/64a3918e22743c743214be688fb631bf7d2b36a8.jpg
VenantASUS,Asus B1400CEAEY,275 000,Hlm Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/c1cc30359bff469f72cf5609a435e32f/-/horizon-files-prod/ed/picture/qpdm4v54/bc2aa55c1b22f3ed84f7e915ee65b2088a7b3cb7.jpg
VenantDell,Dell 7490 cor i7 de 8th gen,220 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/4ee0663b9ed80388a8b4473399dee0f8/-/horizon-files-prod/ed/picture/q0g78dzx/89778b9fea313452182fd7b6f21e2a6cbed7fde8.jpg
VenantApple,MacBook Pro 2019,450 000,Point-e Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/5e08ee9a78ad7b41789dc4e04bb30629/-/horizon-files-prod/ed/picture/qv4wdd65/e7797b57f4fa32435956e643ebd183c36e2ccb86.jpg
NeufHP,Hp ZBook Studio G5,350 000,Plateau Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/e3e0fe028150b6fff875132ec39f763f/-/horizon-files-prod/ed/picture/qj4qggpd/c60e06416289246078249c88d6c216bba65d2aa7.jpg
NeufHP,HP elitbook 840g8 i7,650 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/e33c44a8e456bf99234acf4d759a10af/-/horizon-files-prod/ed/picture/q8v5v7qj/e97f271fdd688542689d3a808e6c05871a7394a6.jpg
VenantMicrosoft Surface,Surface Laptop 3 15 Pouces - AMD Ryzen 5 | 16GB RAM | 256,310 000,Point-e Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/e2e8ec8bb7ac7570f6d2308c99d54024/-/horizon-files-prod/ed/picture/q78wg04n/990ee1fed94765c03d42eebfced16ca59737767f.jpg
NeufAcer,Acer aspire 5 I7-11gen/12go/512ssd,400 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/6df9e0b0f247de3fde4e3302c8e6106c/-/horizon-files-prod/ed/picture/q56wmz7n/e40cad6ecefdc776b3de6be1e1b73b84f6eb6c4d.jpg
