etat_ordinateur,marque_ordinateur,prix_ordinateur,adresse,image_ordinateur
D'occasionApple,MacBook Pro 2016,230 000,Liberte 6 Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/59c40b47ded48a1dfea39fb70241af4c/-/horizon-files-prod/ed/picture/qngpepxm/c7cb6a29fb2a590675a22fa2c062219c90b4da9e.jpg
NeufDell,Dell G15 Gamer Corei7 1To Ram32 Rtx 4060 8Giga dédié,800 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/913e47a6f44843b66fe4d2ea580397b1/-/horizon-files-prod/ed/picture/qv4w6dq5/41f8f39a05696a6abd2e6e9372d5178258acd096.jpg
VenantApple,"Mac Pro 15"" 2019 Intel i7 32GB/ 500GB 4GB Graphic",435 000,Yoff Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/c8e1b6606c50455d04b07ca74ecb22d6/-/horizon-files-prod/ed/picture/qrz8002q/a496a22637c41b7dbb1120d76e64760e0ec90483.jpg
VenantDell,DELL Latitude 3570 Cor i5 6ème Gén,115 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/5e35a0bfefab73b3eafac63f33cd32d9/-/horizon-files-prod/ed/picture/q56dngq6/da6965673ad6d91699122b8dd96f3a725e245aa3.jpg
VenantLenovo,Lenovo p51 gamer i7 40g ram,280 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/edc232bd5c2fe9498e8ef7001b16840f/-/horizon-files-prod/ed/picture/q78wg49z/74dc7d9a508c986ecee89d487ca022335d33c94a.jpg
RéconditionnéHP,PROMO🔥 HP ELITEBOOK 840 G8 14” 11éme Gén,300 000,Colobane Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/86ed894bd232e4715e1036ad7e1691ca/-/horizon-files-prod/ed/picture/q56xn0nr/a3ca0663d1128df69cac215b8e9707af4235e5f7.jpg
VenantApple,MacBook Air 2014 i5,180 000,Plateau Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/d2b734f64784567200a213d817523987/-/horizon-files-prod/ed/picture/q56dx69x/c2847df7f658f06bab60e0d897465e6ac24e649b.jpg
NeufLenovo,Lenovo ThinkPad E15 cor i7 de 11th gen,390 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/04cc7ab5d092a0aabe111ecc78ddd184/-/horizon-files-prod/ed/picture/q2j0wm0p/5596bfb22450a1db47621a54782240bdc09bbc00.jpg
VenantDell,"Dell 5580 i5 6th ram 8 15"" pavé numérique",150 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/01a7a66d3a6a3dd2d37925e00f1d4d6c/-/horizon-files-prod/ed/picture/qvr5zpk/a6a4ed1f5395a3e8a8de30da9c1525849a0a4c61.jpg
NeufLenovo,UC Lenovo core i5,60 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/6c789f7f6e15341156c94e281230bfe3/-/horizon-files-prod/ed/picture/qn64jek/ff2b4c5388076a959a08c6811e38999b04185d86.jpg
D'occasionMicrosoft Surface,Surface Pro X avec clavier,350 000,Plateau Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/ab884afbe4f4c010407cee0fe5c6576f/-/horizon-files-prod/ed/picture/q2j06wj6/1ec1d1034c2248f12fb9669ddd248a6266ce3542.jpg
Neuf,MSI Thin 15 2023,550 000,Cité keur gorgui Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/65d4baf8131b0a8913165184ec8bb150/-/horizon-files-prod/ed/picture/q78w4k0j/c3901713f53686c002f8a0fa7306f366810f5d32.jpg
NeufHP,💻 HP EliteBook 745 G6 - Performance et Élégance Réunies !,195 000,Plateau Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/a71a15c8834e167287dd0eeceb528dcf/-/horizon-files-prod/ed/picture/q0g76kvm/a2225d2b0eae1fcfb237d9f769f06338e525d7c4.jpg
VenantHP,✅ Hp Pro G6-  i5✅ 8go Ram- 256Go Ssd- 14 Pouces,175 000,Hlm Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/e98efdcd37cc42ce8a24d1fcb4dfbb7c/-/horizon-files-prod/ed/picture/qngpk529/ee300640000600e460df22571b33d77f4251caad.jpg
VenantApple,Imac 27 pouces 5k 32go ram,550 000,Plateau Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/22859ba28e80634757dd2b5373a2f73a/-/horizon-files-prod/ed/picture/qq429gzk/df58b16c8d05c8b3d21a87d3069fc47eb74e4b13.jpg
NeufHP,Hp Elitebook 745 G6,230 000,Plateau Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/9f77b1262cadabf02eae4cf11edfcd0c/-/horizon-files-prod/ed/picture/q44n97zz/f014aad0859929adc9c0762f394491a9e4f93286.jpg
VenantHP,Hp elitebook 8570p i7 3.0 ghz ram 8,130 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/8519306e1b1b1e7762652b1dd1426061/-/horizon-files-prod/ed/picture/q6xx9xd4/30a324976c5926db463d0e6e315eff8c9e320821.jpg
VenantDell,Dell precision 3550 i7 Nvidia,250 000,Yoff Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/a6b6082389fe18a82bf6452093e75537/-/horizon-files-prod/ed/picture/qq42ve5w/eec4d99ae115c2e6b9c5f40031bbfbd3331ed80e.jpg
NeufApple,Apple Studio Display 27 pouces,1 200 000,Fenêtre mermoz Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/e3597d227205e31ad8576e4cf4fc7229/-/horizon-files-prod/ed/picture/qwep69d6/c3931d0b88b0cb6cf30c21535a9f4aa3406e3bc3.jpg
VenantHP,Hp elitebook 650 G10 i7,675 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/e23f49fb8f71fef75210ff11e45d56af/-/horizon-files-prod/ed/picture/qj4qgxzd/425c098c1d4451a5a0c70226190509e6690ad7ee.jpg
NeufDell,XPS 9345 32/1TERA SNAPDRAGON,900 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/de4c925c15143ea39466c3b3a6cb2815/-/horizon-files-prod/ed/picture/qngp8m5x/0b0c900816416b553473e975c5add01ccebace78.jpg
VenantDell,Ordinateur dell  13pouces tactile,90 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/ddb8cc1f46c56b1241954d9c9f310d41/-/horizon-files-prod/ed/picture/q56dqpje/5d50acd53e62014859c84dc79ec6421d8389eb7f.jpg
NeufHP,Hp Clavier + Souris Sans Fil CS700,12 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/6b9c8221974dd887902aebed8349a2c4/-/horizon-files-prod/ed/picture/qendqekx/72770b101212dbec865edd7ab910b6b8ea9915b1.jpg
VenantHP,HP probook 440 g6,190 000,Plateau Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/dc420f6b3aba6d4ba505d4f4d7190813/-/horizon-files-prod/ed/picture/qrz8x879/e7de89f76fccf22ad5f1fcc797da19e403735a62.jpg
VenantApple,MACBOOK PRO TOUCHBAR,300 000,Hlm grand-yoff Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/fd9a3c9ad8024083c1696ea73fbbf9cb/-/horizon-files-prod/ed/picture/qxjpmnp4/a44cfe4c317762c39f41a8ec7e88b4b725857bbc.jpg
NeufHP,ECRAN  ORDINATEUR HP 27 FW 27 avec FULL  HDMI VGA,155 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/5dbf8f458d2ee602fbfc56b4278e04dc/-/horizon-files-prod/ed/picture/qzvp86vv/5605124d21f70151d8e0c2fb539327c9d3d61da1.jpg
NeufHP,Promo☄️Hp EliteBook 840 Corei5 256ssd Ram8,150 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/f15470bbe66add825c765488f3619e00/-/horizon-files-prod/ed/picture/qxjpzewq/69373b345e16b0c0eef346c126401dc18a538cc5.jpg
NeufAutre,Redresseur de Tension EFORE MRC110V 1600W -,5 778 000,Nord foire Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/87235af14432b9d919f16300142a4b9c/-/horizon-files-prod/ed/picture/q8v5wxm6/fc9368934ed3d2d7d5c3dfafb144b3e0d401c0eb.jpg
NeufDell,DELL Inspiron 5406 2-in-1 Cor i5 11ème Gén,270 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/ad88eaf65e1e280f006f96d3b3e42275/-/horizon-files-prod/ed/picture/qrz8wrmn/b983e692d54d5c1865e121a60cd8e484718fe9ad.jpg
NeufDell,"DELL Précision 5530 Cor i7 ""GAMER""",330 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/2f87a8a158b3cc032e507196e9cef7a5/-/horizon-files-prod/ed/picture/qzvpqn8v/1d55a9cacadd6bc2f4caa61f1440446b80b2dcc0.jpg
VenantLenovo,𝗔𝗟𝗟 𝗜𝗡 𝗢𝗡𝗘 𝗟𝗘𝗡𝗢𝗩𝗢 𝗧𝗛𝗜𝗡𝗞𝗖𝗘𝗡𝗧𝗥𝗘 𝗠𝟵𝟯𝗭 | 𝗜𝟱,175 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/cf0bb2853cba85ee6f37523a81a3902b/-/horizon-files-prod/ed/picture/qzvp9pvq/e2ae66efcdf2ff2691639da5d35c342cdd33fe0d.jpg
VenantApple,Macbook M2 Pro 16p 2023,830 000,Plateau Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/631cb638e782436a88c93b5769232000/-/horizon-files-prod/ed/picture/q2j09r4q/12db7f6c2e87401a4c2324f016693bb3eeddc675.jpg
D'occasionDell,GAMER DELL PRECISION 5810 XEON.NVIDIA 4go.32go,350 000,Colobane Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/ff4303bea6cf061c69aed3c13fdbadcd/-/horizon-files-prod/ed/picture/qvrp6ej/09b5141de08b8143b2224a257b84f36f8237620f.jpg
VenantApple,"2012 MacBook Pro core i7, 8g, 500g disque dure",125 000,Parcelles Assainies Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/ded5dd7c2e92bc3aafac5e0ec10c707e/-/horizon-files-prod/ed/picture/qm5g4n8d/c7c5545eb88f1d599a100093452028e34cd31e53.jpg
VenantLenovo,Lenovo X1 Yoga cor i5 de 8th gen,250 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/3c8ac55da1d84147fc5ab96c7b276ce3/-/horizon-files-prod/ed/picture/q44nm0pm/ef926e6eb51e17ee2e2a6882df7fb3e239cb86e5.jpg
RéconditionnéHP,"HP ELITEBOOK FOLIO 9480 CORE I5.I7.14""",100 000,Colobane Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/66b74b56a3e6ef259bcb458bfaa749cc/-/horizon-files-prod/ed/picture/q6xdjvdd/1eac479eba1e67526b473913ce1b6a9e863e5fa2.jpg
D'occasionDell,dell latitude 5410,120 000,Hlm grand-yoff Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/73825c94258271fc4bdab3048cef1eef/-/horizon-files-prod/ed/picture/qq42dmw6/18119fc655d7c99e693b98d0a806d0a30443fa9a.jpg
NeufApple,MAC MINI M4 MEMOIRE 256GO SSD RAM 16GO,420 000,Plateau Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/eeeaa830a15f2d1dfe13ac0b5a0ee4ae/-/horizon-files-prod/ed/picture/qde7zkqr/c82946bf46787cdd7cf902ac677418d17758e8a3.jpg
NeufHP,Hp ZBook Gamer Corei7 1To Ram32 Rtx 4Giga dédié,480 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/e6a87796f2d9ff99ba9ff3d4b73b5ce2/-/horizon-files-prod/ed/picture/qrz80n9m/a9baa4d5955746c41eab75bfc9db3a991336e299.jpg
NeufDell,Dell Latitude 5450 ultra7 Ram32 ssd 512,750 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/bdf45116e686b65cc1480e3cc51d099f/-/horizon-files-prod/ed/picture/qngpk6wv/fa32cd0a8902a1ace212d3e3c22522c1fd8f9337.jpg
VenantHP,Ordinateur portable Hp tactile,89 900,Gibraltar Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/d215f769320c0e53424e853c0e807270/-/horizon-files-prod/ed/picture/qv4w5mjg/8348e531522e79b46c51ab577f61bb77d29cedb9.jpg
VenantMicrosoft Surface,Surface laptop 3 10th,240 000,Liberte 6 extension Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/2d83d603d1981b4a0e16ec4010807810/-/horizon-files-prod/ed/picture/q6xddp7n/6293c946cc1b4993dbefa606eaf67a6bf9ad5ed1.jpg
NeufHP,HP VICTUS GAMER 15-fa0033dx,694 900,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/447485b84d66a1cfc014d89968f94f76/-/horizon-files-prod/ed/picture/qwep8eep/0148970110b4e8e1ac062a004440037d38f99316.jpg
RéconditionnéHP,ALL IN ONE I5 24 POUCES TACTILE,300 000,Colobane Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/4a01f35be068cc305f8a2784cae260b3/-/horizon-files-prod/ed/picture/q56dp547/75b8df3c0193ab6c3a4f04756151abd60f8ba81c.jpg
VenantApple,Macbook Pro Cor i7 13 Pouces,165 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/e4c0d28e2e62d0724d944b48fe50c5fe/-/horizon-files-prod/ed/picture/q6xd4m7z/8c87d1253c2f6cae176f90a55c78253ce4e58f23.jpg
VenantApple,MacBook Pro 14 pouces 2021 M1 Pro,795 000,Gueule-Tapée Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/30d4a8bdad873bfdeffc90beb495c0e7/-/horizon-files-prod/ed/picture/qkr8z5v5/b2262e6f1d81033c22000f92f61bf3d854452832.jpg
NeufLenovo,Lenovo ThinkPad L14 Gen 3 core i5,450 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/8a0c3a62c28c8fce783986ffc14416e4/-/horizon-files-prod/ed/picture/q8v477rj/3dac3040042fe61c488a648efeb7d10b7a25986c.jpg
VenantHP,HP ZBook Create G7 – Puissance et Performance 🚀,490 000,Plateau Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/017c658e6786fa12401f97f0626bf53e/-/horizon-files-prod/ed/picture/q8v47k8n/7c6ec4727c6ef9d0a3233bacd20769eb43b33356.jpg
VenantHP,Ordinateur HP 400G3,115 000,Sicap Liberté Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/16af800a21fd8151ecf8a3cb8caca511/-/horizon-files-prod/ed/picture/qv4wqv75/1d8716467f24d25d84637859a4dae6afe36aac07.jpg
NeufDell,Dell Precision 5680 RTX A1000,750 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/d4c4c071498fee6059856650c03c67e5/-/horizon-files-prod/ed/picture/qde7pwrr/ffc323fdea67301b40f41c28aadf465fd9a559c4.jpg
VenantLenovo,Lenovo thinkpad X1 carbon,450 000,Plateau Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/ebb859f5a483343a6ac962767545e2f3/-/horizon-files-prod/ed/picture/q44nqpk2/26c8489f4500d36cd59fc5ded7528f7fb9785382.jpg
VenantApple,MacBook Pro M1 Pro 13.3 pouces,490 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/f78ec42ea2ee8364c64b855326a30ee4/-/horizon-files-prod/ed/picture/qngp24xz/bf7e6fed48b7d5a085f49215cfe659c819114999.jpg
VenantHP,hp probook 6470 i5 ram 8,100 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/e80aa64019cde858dd6f1735ea060045/-/horizon-files-prod/ed/picture/qkrg0g9v/8c9b919401d4467c3b78aad140cd93ba59d0c044.jpg
NeufMicrosoft Surface,Microsoft Surface Pro 7+,375 000,Gueule-Tapée Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/37f52447b3e00c59521c1f7c4349864a/-/horizon-files-prod/ed/picture/qq47jdnj/30ce483c374eee73cb12fbb5c07dc36ffb8273c5.jpg
D'occasionDell,Portable Dell Core I7,150 000,Gueule-Tapée Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/10de0fb05dcf082642f732334aefcf9a/-/horizon-files-prod/ed/picture/migrated/q6nz7np/c6cdfa06daa6cd8e6418aa3294e774367ff885c4.jpg
NeufApple,Mac book Air M3 2024 256SSD Ram8,680 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/60f1627cfabda78e6a5443964245860e/-/horizon-files-prod/ed/picture/qpdm2894/14052337eb9183a1466159b3c2f8146e5b2eb693.jpg
NeufHP,Ordinateur de bureau ALL IN ONE HP AIO 200 G4 i3 10th,485 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/6d63eb8dcd95990b02f02ac3de57c30d/-/horizon-files-prod/ed/picture/qw7j9qd/9d942c6378c1678879475f8bf7fe7e15fa6c8d33.png
NeufLenovo,Ordinateur,150 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/74992ea925b8138fcbb9ecbe5717ee9d/-/horizon-files-prod/ed/picture/q785k4kd/9cd20f0de5e303233d56ab0910e477c05b69e3e0.jpg
NeufHP,ALL IN ONE HP CORE I7 27 POUCES TACTILE,849 900,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/e0d93d6852e5a6eaa5a9a9669438f4c0/-/horizon-files-prod/ed/picture/qj4q09p6/047733608e604020a5a9a54485eb8f2188db6531.jpg
VenantLenovo,Lenovo ThinkPad T460s,150 000,Plateau Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/4335f7362cc3b93a78f0e1b6eadc3450/-/horizon-files-prod/ed/picture/q6xdw4pv/14892f423c81f960010a06c3d9edc1c2f3b40f56.jpg
NeufApple,MacBook Air M3 (2024) disque dur 512 Go SSD Ram 8Go,800 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/3adfd74acbebbd8d6a38e0ef270e23c7/-/horizon-files-prod/ed/picture/q2j0x7d2/31c1d0abd06b27845c68cd0a4e4f2f67fa400d25.jpg
NeufApple,MACBOOK PRO M3 MAX,2 850 000,Cité keur gorgui Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/3affbb7e2604db2b101ddffa0c4f2b3a/-/horizon-files-prod/ed/picture/q448qe42/168fe249668a7d8139df64509afcaa90908c60b1.jpg
VenantMicrosoft Surface,Surface pro 7,220 000,Sicap Liberté Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/c84dc3413b3ca0470d19f92b7803e871/-/horizon-files-prod/ed/picture/q2j08rp6/5583fedb55dacf4d9ec734795b7ee005f485f7c5.jpg
RéconditionnéHP,GAMER Z620.640 GTX 1650,350 000,Colobane Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/6ff878cc5776240870233f09a1840183/-/horizon-files-prod/ed/picture/q7qw6vd/ce2e2375489fa566a588043ab79c9667f3a075cd.jpg
NeufApple,MacBook Air 2024 13 Pouces - M3 | 16GB RAM | 512 - Starlight,750 000,Point-e Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/340fbeecd6c4ae62592e9e37761af2df/-/horizon-files-prod/ed/picture/qkr8erwj/3e09ce3ea56b0df3fa21d7eb2c1aa6ac8a341484.jpg
VenantLenovo,Lenovo T480 core i5 8e génération 256ssd ram 8GB,210 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/3ccab5ad2735e2f457f294e4d72ad048/-/horizon-files-prod/ed/picture/qv4wv76w/52263112b4af769866f9024293c43752deda925a.jpg
VenantDell,Dell Précision 3571 Core i7 12e Gen 4Go dédiée,500 000,Gueule-Tapée Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/e1bf245e4747d8eecf0901817d4716b2/-/horizon-files-prod/ed/picture/q8v474g7/8e104e9eef022ad3026526c13dc4c2f24e5273e2.jpg
NeufHP,HP PRODESK 400 G1 CORE I5,249 900,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/46c38d62f22d8e29329867a42a8c775f/-/horizon-files-prod/ed/picture/q0gwmjkg/53c62e2992a2ddd37d991adb3a1075553a28b47d.jpg
NeufHP,Hp ZBook Studio G5 i9,380 000,Grand-Dakar Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/83984e46e321cc186b02b9ad246dd7d8/-/horizon-files-prod/ed/picture/qxjpmvzq/0b91129b4527aa0c04e1af15fa7dcf7c47977277.jpg
VenantDell,Dell corei3/i5/i7,65 000,Gibraltar Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/3cee9c238e7d4a0f191eedd552388d51/-/horizon-files-prod/ed/picture/q8vzxndp/430a42a26fe358a8787896e1220b0115cb9e33fa.jpg
NeufHP,HP EliteBook 640 G10 i5 tactile - 13th Gen Neuf,400 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/ae0710e9822087854c8103dc4666d702/-/horizon-files-prod/ed/picture/q6xdwwrz/ef6e1eef2216d0f99eecaae32aa41092a94783c5.jpg
VenantLenovo,LENOVO T470 i5 RAM 16 GO,180 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/5d36148c7340b33798758e50bbb9d8cb/-/horizon-files-prod/ed/picture/q78vwzgz/9ac4de589572f787fbf658dc65ac724e0d69e712.jpg
VenantApple,MacBook Air m2 2022,460 000,Sicap Liberté Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/5e99f3e01fc307206f064583b6db7edd/-/horizon-files-prod/ed/picture/qzvp56qv/229012f75cc11ec02e93db07c3e078ddf79c391d.jpg
NeufDell,Dell Inspiron 5620 i7 12th GEN,300 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/f4e23ba0f30a7ae471bc941bf95151eb/-/horizon-files-prod/ed/picture/q8v4keqz/bff2a42e9ab5adeb0f7fd284fdbe2f8958f605f9.jpg
NeufLenovo,Lenovo ThinkPad P14s Gen4 cor i7 de 13th,600 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/95fef3726f543732cd3925a4dd6447b7/-/horizon-files-prod/ed/picture/q6xdjnvp/dda67a5e1ed345d926783d3cdeee9bf02d918e8a.jpg
RéconditionnéHP,HP PROBOOK 650 G1 I5,100 000,Colobane Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/8b5a37fd7b4886b18191e60bea9b02b9/-/horizon-files-prod/ed/picture/qngxg7nz/0a83f3349a2c24d824c2bdc2e7fc4cd485699d05.jpg
VenantDell,"Dell 3300 duo core  ram 8 disque 256 go ssd 13 """,90 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/109b288b493ce9f770c9e7c1097da9c1/-/horizon-files-prod/ed/picture/q787n5rn/37c837d1c0bab28b58637e38bd0c3f07254181e4.jpg
VenantDell,Dell 4310 i5 ram 4,90 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/e58b957a873cf04e2e47e52c43a03eb9/-/horizon-files-prod/ed/picture/q56x6626/9dd0c53433f9da93d27d0898e9b2accaf3006fe9.jpg
NeufHP,Refroidisseur ordinateur portable,8 000,Dieuppeul Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/ab0886bae732fa2709188cebf22812d8/-/horizon-files-prod/ed/picture/qkrme4p8/9e3cf5a279056f4855a90cc77fcae74d4f346da6.jpg
VenantDell,Dell 7280 tactile i5 7th ram 8,155 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/c79cf41b77c00e1f9dc28dfca6a93ffb/-/horizon-files-prod/ed/picture/q0g240md/e2d020074fb8b2d6425abbd7d99b84e2f2323bae.jpg
NeufMicrosoft Surface,Surface pro 11 16/512,900 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/663667aa898fef0ad58b13534d752fae/-/horizon-files-prod/ed/picture/q78w429x/611b9e71799183dbef10312b98d2f6f4774936b3.jpg
NeufDell,Dell XPS 15 9530 intel core i7-13620H,600 000,Parcelles Assainies Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/e9192d5eb40597e3c333ca204e64f425/-/horizon-files-prod/ed/picture/qv4wjmmm/d890f4a3beb214841c3788133570c3249fa79d34.jpg
NeufHP,Hp EliteBook 840 G6 Corei5 256ssd Ram8,200 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/8f3cef401c94a8b4caec4c30540d272e/-/horizon-files-prod/ed/picture/qxjpzpv8/7728e879071d156595b392d70bee22837699b767.jpg
VenantDell,DELL CORE I 5,250 000,Fass Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/c38011d27b24ed8a78f2e6a1e8a99f84/-/horizon-files-prod/ed/picture/q78w7peq/1889fcc93d789bfeb4bf116f668e06b2d003aec3.jpg
NeufDell,Dell XPS 13 i7,280 000,Plateau Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/8f6180db9729445293f9d1dc6f56490b/-/horizon-files-prod/ed/picture/q44nqej4/1d56dda5cb6f0c721d4399afccef935b2d80590a.jpg
VenantDell,Ordinateur portable,160 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/b86e12ec3d3a400b3306e8da3ee796e3/-/horizon-files-prod/ed/picture/q6xdwn6g/3b9a8d09e51bd3f0b32badfaa41afc846b4b1024.jpg
NeufDell,Dell 3561 /512G/16Go,400 000,Plateau Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/86c4d2328d99f499680090ee96396bd8/-/horizon-files-prod/ed/picture/q6xd25e4/3f67229ed5068dfc2899ee1f0fd02a1eba113dc5.jpg
NeufApple,MacBook Pro m3 14 pouces ram 18 disk 512 ssd,1 290 000,Hann maristes Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/0172e74019ae0e44f12266b827ba32b1/-/horizon-files-prod/ed/picture/qzvpwxvk/c6e41f3398eea84682464c915b9a525e6077c425.jpg
VenantLenovo,lenovo t460s i5 ram 8 Slim,145 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/5aeeb4fb161bf49e5932b2ac5beb469a/-/horizon-files-prod/ed/picture/q56xvv86/5d8eae1f098c7c0166d8ecc170de72c285d22c36.jpg
NeufHP,Ordinateur HP Envy X360 Core I5-1335U 8Go/ 512 Ssd,499 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/7ff587ccee9de80b9d434f2056aedf51/-/horizon-files-prod/ed/picture/q8v429e4/5353f51ee3f9ac7b420a1042334bd229c72b4f4e.jpg
VenantApple,MacBook Air M3 2024,650 000,Point-e Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/b3be6306278e0c496946614e586d3862/-/horizon-files-prod/ed/picture/qq42krze/cee8c8436baeccae004793b76df785132bcc5545.jpg
VenantApple,MacBook Pro 2017,250 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/3f57a449c5f1ef7f3388f0483828e371/-/horizon-files-prod/ed/picture/qngp8pdm/192fe096e5c1a4871f55f6f1a5657b08b0b0fc05.jpg
VenantHP,HP Probook 6460b core i3 en liquidation,30 000,Parcelles Assainies Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/6a83b8a434fb430893337c7c71c965bb/-/horizon-files-prod/ed/picture/qq42vzvz/3a7bdc8e95c15ff0f17f213e6e33f442989eb735.jpg
