details,etat,marque,prix,adresse,image_lien
IPhone 16 pro max 256 go,Neuf,iPhone,930 000,Sicap Liberté Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/9c792c1593af581d761b2560c4310351/-/horizon-files-prod/ed/picture/qenvzrnk/b6538a3c23478e2314429f625c7bf143bb294925.jpg
XIAOMI 13 ULTRA,Neuf,Xiaomi,550 000,Hlm Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/35e774562d6464535e45b72196f88039/-/horizon-files-prod/ed/picture/q56dqx0g/38d95d5bcaeeefea05f3f48bfe9e7dfb058ead9c.jpg
HUAWEI P20 LITE,Neuf,Huawei,60 000,Colobane Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/c63f78f66325b46cc266c065fa34a9f6/-/horizon-files-prod/ed/picture/qxjp92vj/8bed3970cac6c53f72ad8122fdf04e0f262dd333.jpg
HUAWEI MATE 10PRO,Neuf,Huawei,90 000,Colobane Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/b3dc7b758ae58b7508875d7e0ba149ca/-/horizon-files-prod/ed/picture/q44nw8ge/645cc31fade8f6bf22e8f25c08005c49146fd3f2.jpg
OPPO RENO 9PRO,Neuf,Oppo,270 000,Colobane Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/97697011c4567076468a7cd51599e3ae/-/horizon-files-prod/ed/picture/q8v4r57j/820417d52aa0e91d40381eca89a156581e36aaaa.jpg
Samsung Galaxy S24 Ultra Scellé neuf 256Go RAM 12,Neuf,Samsung,569 000,Plateau Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/fe9abdda8409318325a5005f5b5837c4/-/horizon-files-prod/ed/picture/qkr8ngz8/c9169f6655b1be1416cd2059111365a845f80b57.jpg
OPPO RENO 7A,Neuf,Oppo,120 000,Colobane Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/d5fcfb3416ca7919f8e90e3e26255f6f/-/horizon-files-prod/ed/picture/q56dqxkg/c0dc0a79fc449aa6dc0ec9e74abb1486755aa6d1.jpg
GALAXY S10 PLUS,Neuf,Samsung,140 000,Colobane Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/8475e463fc40be73e10b70b9baf0ea83/-/horizon-files-prod/ed/picture/q2j09qx8/d12d266a73ccb51a6c5eed8e4de7e819b282eb46.jpg
ONE PLUS 12R,Neuf,OnePlus,320 000,Colobane Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/32cd1feaf629d3a7fbc607a34129800c/-/horizon-files-prod/ed/picture/qxjp927j/46fc3b97565f345052daf979b841ed892127d7a7.jpg
SAMSUNG A02,Neuf,Samsung,50 000,Colobane Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/485e30358ec16a27efa77d21afdf4f3e/-/horizon-files-prod/ed/picture/q8v4r58j/06870b0615c248076014fe46307638552a3adef8.jpg
SAMSUNG A02S,Neuf,Samsung,60 000,Colobane Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/a73e87f9172afb56f2e94cf1789885a5/-/horizon-files-prod/ed/picture/qngp8xve/c55800879966b2d022a4c8988d270a886418befe.jpg
Vente Google Pixel 9 5G,Neuf,Google,425 000,Plateau Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/f9cd23c178826aa2a49d4423a3c51093/-/horizon-files-prod/ed/picture/qgqw0m00/95df5b856074fae0536a44130151efa41cda3092.jpg
iPhone 16 Pro Max 256GB eSIM,Neuf,iPhone,800 000,Fenêtre mermoz Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/5eba17a17f4698854e9eb943d611f99e/-/horizon-files-prod/ed/picture/qv4wkn2p/de1c17292eeb39b9aaf313c2b8bbea14ca04c3c1.jpg
Iphone 16 Simple 128Go scellé Sim physique,Neuf,iPhone,540 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/ac0427bc3800ee250d6b06d22eb520c4/-/horizon-files-prod/ed/picture/qzvpwdvn/72ed9f838bcbc37fe49335675b592a1cbb838c93.jpg
TCL Smartphone 50 5G - 128Go Ram 4Ggo,Neuf,Autres,70 000,Castor Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/ae2bd30a7d95bdd1bdeca225ad30615c/-/horizon-files-prod/ed/picture/q0g7v24m/43178e625048edee4debf9fc86828a32a85a1ace.jpg
Huawei p30 pro 256go go scellé,Neuf,Huawei,149 900,Colobane Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/748d381b8d21a5a4b2538c1f1a9ae7bb/-/horizon-files-prod/ed/picture/qgqwzkx0/ee01f5c2e1bbb23037564966b9200e2cbd2853a2.jpg
iPhone 13 256 GB comme neuf,Neuf,iPhone,480 000,Colobane Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/48e9996ada85e9cc92cd7640f2921f86/-/horizon-files-prod/ed/picture/qxj204dj/59bee5996fdf5dd7b057cadb0448aa602869965f.jpg
Samsung galaxie A35 5g   256 GIGA copie conforme,Neuf,Samsung,42 500,Grand-Yoff Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/84eaeef6b59b22fc168ebad125f21a9f/-/horizon-files-prod/ed/picture/q56dq4vx/c3f5e2c149a7e04c3b379f5c7fbfb5ef4f58cbac.jpg
Tecno spark30c   128 GIGA copie conforme USA,Neuf,Tecno,42 000,Grand-Yoff Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/0d19e8b037d5d2ba45d7b3803d43c3d6/-/horizon-files-prod/ed/picture/q78w479x/e9279d1801860dfbeb591f27c979c247fd840893.jpg
Samsung galaxie  A55   256 giga copie conforme,Neuf,Samsung,42 000,Grand-Yoff Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/903f89efc77c6493f8bc2519397752be/-/horizon-files-prod/ed/picture/qgqw7gzn/80acf0ac2387acef0af6ce5ee346e826e1ecf3f7.jpg
Tecno pop9   128 giga copie conforme,Neuf,Tecno,42 000,Grand-Yoff Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/4cda016d525194cc9a93ed1bcdb06636/-/horizon-files-prod/ed/picture/qm5gqrn2/5faa9a7b2a56115e405248eb61b5855e6e1e5339.jpg
Tecno Phantom x2 pro 256 giga,Neuf,Tecno,42 000,Grand-Yoff Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/705d75ca01ff0a47349588fc665bf79a/-/horizon-files-prod/ed/picture/q8v56k2r/6307433af91e021c7402a6ade07d4da798aa894b.jpg
Fold 3 512gb,Neuf,Samsung,349 900,Hann maristes Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/ffd716bb0e34d732354da2ef8c2e3110/-/horizon-files-prod/ed/picture/qrz8mzgq/3cf931eb2efb086b3cb1f972acd15300fcb6da9e.jpg
iPhone XR,Neuf,iPhone,107 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/5990f9e628f4bac30f5efa8ba149da36/-/horizon-files-prod/ed/picture/qwep0egg/6b69956a581f6e8cce1aabd96336d5ed6398b8ab.jpg
fold5 256Go /512Go scellé,Neuf,Samsung,620 000,Plateau Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/69bbba88ed46e4906d2312612dd0be23/-/horizon-files-prod/ed/picture/qde7z4jr/87585917aaa95c53868a3923481d257e6377f1b7.png
Samsung  Z Flip 6 256GB,Neuf,Samsung,549 000,Fenêtre mermoz Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/1efd7ec407677b9913ee22b03d02cf4e/-/horizon-files-prod/ed/picture/qngpdmre/cdc63414403f56c1fbf1d0b74cb399780d15cb95.jpg
Samsung Galaxy A05 64Go,Neuf,Samsung,55 000,Colobane Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/ed9a87de1da64771392d76e5e8f4aa3b/-/horizon-files-prod/ed/picture/q56xk44p/a851bab8ce305d0fe901c6ffd867f3437aa8e520.jpg
Tecno Camon 30s Pro – Memoire 256Gb – Ram (8Gb+8Gb),Neuf,Tecno,159 900,Colobane Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/17e64edd61c97a5a39722e58d2dd6d5b/-/horizon-files-prod/ed/picture/qj4qz5m6/3ceb8f7966952192a56f37226b7d345a36c91737.png
S21 ultra venant 256go ram 12go 5g,Neuf,Samsung,230 000,Colobane Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/3838c186e2b70f612dce601d18e8545a/-/horizon-files-prod/ed/picture/qxjpkewq/ab9ce404aed804dea9efc57323d183119d92ba15.png
iPhone 13 simple,Neuf,iPhone,235 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/b28faaae0f1589df7e252a4916eff10b/-/horizon-files-prod/ed/picture/qzvpw22k/781fcc7747d8db647f4cb3f31e255e2d267d8713.jpg
IPhone 15 128GB SIM,Neuf,iPhone,490 000,Plateau Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/dea34ce5a6df7232fbc4b5028b260ce4/-/horizon-files-prod/ed/picture/qv4w0nvj/3d6de9e0d5b43ec74eb31600333c7847d3b2c6a5.jpg
Samsung s24 ultra en vente,Neuf,Samsung,35 000,Colobane Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/73e78e39e0997b34b37f45d632169a56/-/horizon-files-prod/ed/picture/q2j02p5e/598f036d1115ac3c7ef0685b92788c8f6337b827.jpg
iPhone 16simple 128 giga scellé pink,Neuf,iPhone,570 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/dedc037c1acd0f3304c1f56951033918/-/horizon-files-prod/ed/picture/qxjpn4qn/d6cd2a75c3b41046c7281edf20a01e64d7d6f460.jpg
Samsung A15 ram 4/128 go,Neuf,Samsung,95 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/d13e148f8903b62348b35a10e167f262/-/horizon-files-prod/ed/picture/q2jqpw7k/08e2a6bd70899843e6acae45e068e83c3859b298.jpg
Redmi Note 13 Pro Ram 8Go,Neuf,Xiaomi,155 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/1bf69ad82bae05280d9e79d8f0c258f8/-/horizon-files-prod/ed/picture/qwe207qj/2a7ec7ce117228f17679ae8722eaaff5aa298654.png
IPHONE 7 plus 128G 75mille,Neuf,iPhone,80 000,Gueule-Tapée Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/72a19faddbdd7dad4a9e891490e2b7b8/-/horizon-files-prod/ed/picture/q0g75558/cb58507a63155b17a69ff9e4378862c6afdf8399.jpg
iPhone 16/128G/256G/scelle,Neuf,iPhone,625 000,Plateau Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/0e04828997295deb4caf4ad8184bfa27/-/horizon-files-prod/ed/picture/q8v42jdp/4f813138179f81607e768b68c0fdf9d9ece9abe5.jpg
Tecno Spark 30C 128Go – Ram 8go,Neuf,Tecno,69 900,Colobane Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/bd8d8ac6e93f309ccd95e953792c16e9/-/horizon-files-prod/ed/picture/qwepnrgg/d521749f904b2df96bef3abefe06709211601ac0.jpg
Huawei y7 prime dual sim 128go,Neuf,Huawei,45 000,Patte d‘oie Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/e571549029fa2d6b19dc57e9d29f68dc/-/horizon-files-prod/ed/picture/q0gwq4ew/97daa82c7fc87c6f9d57a202f90c3e48d196ac77.jpg
16plus 256G,Neuf,iPhone,650 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/a616276c3ded2e6d3a382846841c1b36/-/horizon-files-prod/ed/picture/qj4qdkgg/834c508536b56fd681265e8ccac561a798a9d8b5.jpg
13 simple 256 go,Neuf,iPhone,295 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/75ca2613bf229840a673ce9a1af27b00/-/horizon-files-prod/ed/picture/qrz8k97j/dd8e13ec319f05d286db091eb77f0c00c60acfaa.jpg
Iphone 16 plus 256Go Scellé sim physique,Neuf,iPhone,750 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/94928c2a96b2a0c6db2781be09c252e6/-/horizon-files-prod/ed/picture/q8v42xd0/8a98e9c81f7fa692e0e3659c5a54a419b43b76a5.jpg
Iphone 16 Pro 128Go Scellé Sim physique,Neuf,iPhone,685 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/ea78783bcf5136f0f4719c6a20bc07cc/-/horizon-files-prod/ed/picture/q44n2qm4/62d3bf29f4b018b82c58a9afd6813e2bec0ca61d.jpg
XIAOMI MIX FOLD 2 256GO RAM 12GO,Neuf,Xiaomi,800 000,Plateau Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/294d0fb39384041b9cca37255a11841c/-/horizon-files-prod/ed/picture/q78wd2wn/bdc09ea9ddbe6cf7765d1ab483c798abba0d3365.jpg
HUAWEI PURA 70 ULTRA 512GO RAM 16GO,Neuf,Huawei,620 000,Plateau Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/5515a61464048c5f2ef41a3577202b3a/-/horizon-files-prod/ed/picture/qxjpnrp0/d0f450f96399a7b40f4902c21a66d92bda344a88.jpg
GOOGLE PIXEL FOLD 512GO,Neuf,Google,800 000,Plateau Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/bb593816d2af00c2720301ab718ed563/-/horizon-files-prod/ed/picture/qq42k02n/100320a9f469c92c9aa4f8ce6383ec4abfff80f5.jpg
iPhone 13 simple,Neuf,iPhone,240 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/cd35648e157d0db771efc4eb0e4c5535/-/horizon-files-prod/ed/picture/qngpk6xk/f8fef5a156eb9417a5d8bddaee219192956635e3.jpg
IPHONE 16 SIMPLE 128GO SIM PHYSIQUE,Neuf,iPhone,570 000,Plateau Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/0cc1d1cc037e7996a0412be3bd7625cd/-/horizon-files-prod/ed/picture/q2j026e2/4e435030c4f8db3686fcae3defd7a7394ca9b3b3.jpg
11 pro max 512Go promo,Neuf,iPhone,250 000,Plateau Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/341e27c5ade6f4ab51e73f6e1c8a3575/-/horizon-files-prod/ed/picture/qm5gknxr/aa4622d2ee239372d8e66ca886a602496d5ab242.jpg
SAMSUNG GALAXY A06 64GO RAM 4GO,Neuf,Samsung,60 000,Plateau Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/fd69f8e37e63fdc42597a4ad253f51ef/-/horizon-files-prod/ed/picture/qxjpnv0w/c3547632aaf67d09337a106a64661c2d4aea3cfb.jpg
iPhone 16 Pro,Neuf,iPhone,730 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/bfe3f31309bfdc07c2038be25e1e0593/-/horizon-files-prod/ed/picture/q44n2v84/4fa5f47a69391e1ff3d131d69c61d77c684327cf.jpg
iPhone 16 Pro Max 256Go Sim physique,Neuf,iPhone,800 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/9a56948c69b62e47dc2269aaebe2722e/-/horizon-files-prod/ed/picture/qq42ke4p/aeb2bb00dae3f73a963e8d06c3899fd53088fd12.jpg
iPhone 7 Plus,Neuf,iPhone,68 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/d485291c13a05813e35959ccef9becd9/-/horizon-files-prod/ed/picture/qngpkqrm/3ea4c1ec1c7a2818d0dd79cce2d64e886ad78b8a.jpg
iPhone 12 Pro Max,Neuf,iPhone,280 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/89e779ead22b5104475f48d96e4079f8/-/horizon-files-prod/ed/picture/qenvmkgd/f5c6309535adf3cb2cd4dee17302ef184117349e.jpg
iPhone 12 Pro 128giga,Neuf,iPhone,225 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/e2d20386d5c7e92625e5fa01e8555f76/-/horizon-files-prod/ed/picture/qrz8kxng/de70636814b21d0fc1ef527e0da3b137b46c96fa.jpg
LG A395 (4 SIM),Neuf,LG,40 000,Colobane Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/fb9ac2c8c25f7dfe928c2a8714612d96/-/horizon-files-prod/ed/picture/qenvmkpx/354f177d1ceccc66b8f5f1346e15cd6a4f2aa607.jpg
Iphone xr 128g,Neuf,iPhone,118 000,Autres Autres,https://i.roamcdn.net/hz/ed/listing-thumb-224w/d5872043b5436bc900b45ac0e3b50e85/-/horizon-files-prod/ed/picture/q8v4xv94/25a0460a8190263d87c4cf7ec6e9bee79091fcf3.jpg
Tecno camon,Neuf,Tecno,136 000,Parcelles Assainies Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/bf6d806bcaeeac57b0fefb0607f2e435/-/horizon-files-prod/ed/picture/q9mjjzrn/2d810dd53cc198bd128c43b2dcacd51e0477715c.jpg
Iphone,Neuf,iPhone,175 000,Parcelles Assainies Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/7a11d844ef1b3283f5c5c73014d70d71/-/horizon-files-prod/ed/picture/qwepr8wj/fd200fb565b262e20479ca9185b5c02d93170c36.jpg
16pro max 256G,Neuf,iPhone,830 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/4e4581f43ad8ae85feedb35c66e24287/-/horizon-files-prod/ed/picture/q56d2n66/bc713b7a1ebbaad0499474e922877d3afd054c1e.jpg
Apple Watch SE 2023 40mm scellé,Neuf,iPhone,140 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/618c8b57a33bb293316ddd30da9434f0/-/horizon-files-prod/ed/picture/qq42knqv/f4a53f414d66bdcabbda4d94cbc1d94b6dbe21ee.jpg
Iphone 15 Pro max 256Go Sim physique,Neuf,iPhone,640 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/dbfb02eb2ea1844ae37114ea665e3233/-/horizon-files-prod/ed/picture/q9mj2x77/5c6806af2e618ef8b6f5061ba359fd8978bd7972.jpg
Iphone 16 Simple 256Go scellé sim physique,Neuf,iPhone,600 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/30a1fb3a6b77a9779b9e31ac7e781ca4/-/horizon-files-prod/ed/picture/qpdm5rrv/fb6f2420140f04a65cb3edb7b48526503c15c8dc.jpg
Iphone 16 Plus 256Go scellé Sim physique,Neuf,iPhone,700 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/2b65c86b1b0c3c70d0adc8adc0650148/-/horizon-files-prod/ed/picture/qkr8dnnz/fe591baa05c3c085b78fc296e9cde9a344f2969b.jpg
✅ iPhone 7 Plus- 32Go- NEUF,Neuf,iPhone,60 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/4a40c5e837fd6b046aba026b473aacf4/-/horizon-files-prod/ed/picture/qkr8qv5m/1a6c456b2ad743370de1443c8a7b3dac446e2c3e.jpg
Samsung S21 plus 128Go,Neuf,Samsung,170 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/4cb64321f385fa56302a802bb5f7750d/-/horizon-files-prod/ed/picture/q44n222v/747d5ead9468072daf98ffe970f7cc0652c5026b.jpg
iPhone 16pro 512 giga scellé,Neuf,iPhone,930 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/9e39875ecb636499bb98a6d632836604/-/horizon-files-prod/ed/picture/qq42kkkn/362ff38d1a473eaa8ea38aea4c08a463f66ab92e.jpg
iPhone 16 plus 256 giga scellé pink,Neuf,iPhone,735 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/14360999e865df3f62fbb32c8fa93d3d/-/horizon-files-prod/ed/picture/qv4w0092/1608329ed6547c30e94a166438f0775cadd41b4e.jpg
Promo Redmi 13 scellé capacité 256Go avec accessoires,Neuf,Xiaomi,130 000,Almadies Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/8610a5b12fca8ff326ce1391f416135b/-/horizon-files-prod/ed/picture/qwepn4p0/f5ebd61a1394040704c99bf7f0aa20bc150ff621.jpg
Samsung Galaxy Fold 4 256Go scellé,Neuf,Samsung,450 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/42cb9864c54cb4d7f5f2ce13722ceed6/-/horizon-files-prod/ed/picture/qzvp5m5q/506ed672fd48250ccb56e30c7791dcac17edd4a2.jpg
iPhone 16 Simple 128Go scellé Sim physique,Neuf,iPhone,570 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/08cc7daa75ee5205bc1ad2ea46589293/-/horizon-files-prod/ed/picture/qngpkgez/93a485c15b1bfbd4ad5873dc27aef584d2a2063d.jpg
iphone 16 Plus 128Go Sim physique,Neuf,iPhone,650 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/ce176a6e09f5452ce98f685788000043/-/horizon-files-prod/ed/picture/qj4qd4nw/16770d68a479e40d018959e4950b74576145aade.jpg
Samsung Z Fold 6 512Go Dual sim,Neuf,Samsung,650 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/92dda7eab9ff7e68eb0e500671358988/-/horizon-files-prod/ed/picture/qgqwkj0m/a417987e6df863973ab9e40b3e526524cac629fe.jpg
iPhone 15Pro 128Go,Neuf,iPhone,570 000,Plateau Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/c9e758332a777268f1a78a666f5688f3/-/horizon-files-prod/ed/picture/qrz8k474/7d08abef4dfe8e68a639805cf9dae26a09ebcdd1.jpg
Tecno pop7 64giga ram 4,Neuf,Tecno,49 000,Dieuppeul Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/2a4b51e40d4047a49c80ff943bac85a1/-/horizon-files-prod/ed/picture/q8v42x4j/aa0a30ec5f46cac1c50a87037ac37f7d4c95f058.jpg
Iphone 16 Pro Max,Neuf,iPhone,900 000,Grand-Dakar Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/287ebc35e919129bb304bd79dacf8a13/-eyJvciI6OTB9/horizon-files-prod/ed/picture/q0g7xdr6/472776599467fe07e57d585dbb1eb50994ca9664.jpg
Iphone 16 Pro max 256Go Scellé Sim physique,Neuf,iPhone,870 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/a732a695007031f489a7c71d47258e32/-/horizon-files-prod/ed/picture/qpdm586r/2403ed310009ad26d23fc978aba818e9818b6609.jpg
Samsung Galaxy S23,Neuf,Samsung,325 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/e4a03a221c4666c0bb392dea91e98775/-/horizon-files-prod/ed/picture/qenvmw59/ffe5cbfd9bfe6137459afd2a7117bf1e8c371ecb.jpg
Google Pixel 9,Neuf,Google,400 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/70548a44572aab26896cbc3b602a838e/-/horizon-files-prod/ed/picture/qm5gkn5z/45505ebc8c5d7e73c5edd303543897e05311276c.jpg
iPhone 14 Pro Max  128  meuve,Neuf,iPhone,400 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/0420ad24ab0d237de357941457267ae8/-/horizon-files-prod/ed/picture/qde7zne7/19191f1b77cecc22378785561a5657bf438a116e.jpg
Galaxy fold 6 256 12,Neuf,Samsung,790 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/0ba49dae187287777cad677a5035a4ae/-/horizon-files-prod/ed/picture/qj4qdxv4/ab79f9e97f845b89a7e00e68d8db1f55399e446e.jpg
iPhone 11pro 256go,Neuf,iPhone,195 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/b7544512792a44ff0ae6dad00bd66771/-/horizon-files-prod/ed/picture/q2j02wpq/31ecf798426ad3cf8918341bcd458741fef5003e.jpg
iPhone  16 plus 256 rose,Neuf,iPhone,730 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/f2a2dc589889b14181df089815c29d56/-/horizon-files-prod/ed/picture/q0g7x9qz/7544df6927a9cee6430f7fa19791620abf8852cf.jpg
iPhone 16 plus  sim 128,Neuf,iPhone,585 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/151861989288cbbce48cc335f671c6ae/-/horizon-files-prod/ed/picture/qwep9kdz/e004e079a917b7d354b43780261ac0d5d9152be4.jpg
iPhone 12pro 128go,Neuf,iPhone,255 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/3fc2ddbce82484917bc21cd1f3c5ca4e/-/horizon-files-prod/ed/picture/qpdm5jgx/21f374bfdcc3ab78ae36e88bc14e9840ea128837.jpg
iPhone XR,Neuf,iPhone,110 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/dea534dcd662bd08ceb59f5615bc5784/-/horizon-files-prod/ed/picture/qj4qdx68/3833a6520d1e34e8439e97fd9edcce7560cb62cb.jpg
Vente honor 200 Lite 5G,Neuf,Honor,175 000,Plateau Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/9f04ffe0909daff40cbcdc2ed0029a5f/-/horizon-files-prod/ed/picture/q6xd2rg8/e44b42e040130ad1ad72bfa5f0798eb6f9b02d56.jpg
iPhone 15 pro,Neuf,iPhone,700 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/f7f0cf05764bbe60d4792c76ad9ff3a7/-/horizon-files-prod/ed/picture/q44n2rwe/dacec4caa4a0199d6b6429d08fa9591895bbff7d.jpg
16 simple 512,Neuf,iPhone,675 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/a044a3bfd383564620a919adc9449759/-/horizon-files-prod/ed/picture/qrz8k6k2/8b36b353f1a33b6f97d64458ee799e62b8391774.jpg
iPhone 16 pro Max 512Go,Neuf,iPhone,1 050 000,Plateau Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/568fae1aad8c04425083d57b8a4635bd/-/horizon-files-prod/ed/picture/qrz8kz7m/5d55051ac20ee7ace932e42109bcddd57d44b9d8.jpg
IPHONE 16 256 GB,Neuf,iPhone,660 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/82d47c15f4e3eede3030eea4ea7b80b3/-/horizon-files-prod/ed/picture/qzvp5gq8/9643d996a50bf251fb8fd6926aa86b7c57e57823.jpg
Xiaomi redmi note 13pro 256go ram 8go,Neuf,Xiaomi,155 000,Parcelles Assainies Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/deb7a0a16f4055a36dc7dde999b31649/-/horizon-files-prod/ed/picture/qde7wvng/7654dde3751eade32b81fc990c6f2a6f667b211c.png
Villaon v20 se neuf 32go ram 4go original,Neuf,Autres,29 000,Parcelles Assainies Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/bff77616d033e6d9a66ed354a2f1e0e8/-/horizon-files-prod/ed/picture/qwepg0xm/d5c1e5c48c75269b397188fbbc611c4cd83ebbe9.jpg
Samsung galaxy A35 5g 256go ram 8go,Neuf,Samsung,190 000,Parcelles Assainies Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/f3cfa63bf219242ad01cd0ebefe5d60f/-/horizon-files-prod/ed/picture/qv4w9p2p/07aed82c373cc270e05c30cca4256de1f8fd9da1.jpg
Galaxy A15 256go ram 8go,Neuf,Samsung,110 000,Parcelles Assainies Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/112d285f5d836ebe472eee47acd6a233/-/horizon-files-prod/ed/picture/qq4242en/a395f5dbe52c890c96f80f5f9e94c83eb7f47596.jpg
