details,etat,marque,prix,adresse,image_lien
Tecno POP 8 – 128Go – Ram 4+4Go – Ecran 6.6″ pouces,Neuf,Tecno,56 500,Castor Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/75bc0c7c926d8d25c51fb1c3d4b326f5/-/horizon-files-prod/ed/picture/qdekx7j4/4376596d26f0282338372819d4ce70357f9f4c92.jpg
Iphone 15 Promax 256Gb,Neuf,iPhone,720 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/84b8d02dc99020f785db4fe476ec6697/-/horizon-files-prod/ed/picture/qgqwm578/ef292a7100a4799bdcbb5983497d858879d43ff2.jpg
iPhone 12 simple 64 giga et iPhone 12 128 giga,Neuf,iPhone,185 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/f751c2e4d70fa41e27c8f44c8a4b7f3d/-/horizon-files-prod/ed/picture/q0g776gj/8ce5affc4f5df81efc18ee3c4652329462da0520.jpg
IPHONE 13 pro Max 128 giga,Neuf,iPhone,349 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/70665a1f54a085dd1ca5687ae2916c43/-/horizon-files-prod/ed/picture/q56ddn65/9a6e737d2b19ae5c1d027dec38b8d262b15a8969.jpg
IPHONE 14 pro 128 giga,Neuf,iPhone,479 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/edc609a92555fbf40931345c8364f286/-/horizon-files-prod/ed/picture/qpdmm9dj/4b2ce95a58d8186452778af2877eae7ed0ecf6df.jpg
IPHONE 13 simple 128 giga et iPhone 13 Pro 128 giga,Neuf,iPhone,239 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/7b9d48a3c9cae825dd474c16c12ee0d3/-/horizon-files-prod/ed/picture/qzvppk2q/d77dd04d98e3d9a8c6da1eb2282ce0527c74c5bb.jpg
Samsung Galaxy A25 5G 128Go ram 6Go,Neuf,Samsung,125 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/c3648beea0a28a82cba6f025139fec71/-/horizon-files-prod/ed/picture/qpd65erp/1ba2c4bc3b4652721ca9d3d88c055e96ecb25daf.png
iPhone 13 Pro Max 128 giga,Neuf,iPhone,344 000,Dieuppeul Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/8d2a94fe80b912fe33cf7fa267689647/-/horizon-files-prod/ed/picture/q8v57p0z/ed107fddf5c0e93a02c98067561d638a310c66ca.jpg
REDMI 13C RAM 8GO / 256GO,Neuf,Xiaomi,95 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/f2ed7379af8c9dc057d24435ae3c127d/-/horizon-files-prod/ed/picture/qm5ggnrj/cef6567dd098c430957ad5fbe8134ef70ab1536d.png
Redmi Note 13 ram 8/ 128 go 4G,Neuf,Xiaomi,110 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/6501dd409408f2c1dacb6ff116a23a69/-/horizon-files-prod/ed/picture/q56x726e/7d00ee4b5be94cba87b7ee131ae617edd990f6be.jpg
Téléphone Samsung A05s 128 go ram  4,Neuf,Samsung,80 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/7262c23147a145cff464b77dc09acd85/-/horizon-files-prod/ed/picture/qv4wp2vg/295e8d77fab5a45306a96849cb583a3bc8a822f1.jpg
Galaxies  Zfold6 512,Neuf,Samsung,1 080 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/c8645fe112a20f4eeafb6858c2b1bde8/-/horizon-files-prod/ed/picture/qenvvp86/066928635113ba57b98be80abcffa033bd61ce00.jpg
IPhone 13 simple 128,Neuf,iPhone,243 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/c8f914218e5e05c90d0d9d3e1abadfdd/-/horizon-files-prod/ed/picture/qv769xp/52168b42ae0170bcccdc1cf3c09e87d98fc24460.jpg
Fold pixel,Neuf,Google,875 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/0bd8d804def749e542283ac11aaafa53/-/horizon-files-prod/ed/picture/qm5p9e0z/44e800316cb2b230348a89785b1ab7cd1d964806.jpg
Huawei P 60 Pro,Neuf,Huawei,450 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/0a082d5608dea22a34d60151e7367aa2/-/horizon-files-prod/ed/picture/q44nn44e/fa94503107b946c7b1e8f94ffd6da73591b2bff8.jpg
Galaxie fold 6,Neuf,Samsung,1 000 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/a3a738a8d358f68b7e396f6b17f13eba/-/horizon-files-prod/ed/picture/q78w587z/2a7812a54037857994587c1b20614620e421a3e8.jpg
Vente Oppo Flip N3,Neuf,Oppo,525 000,Plateau Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/672fcaa39c9e378e00e15895343c17a0/-/horizon-files-prod/ed/picture/q0gwr25j/feb7be0f6a9cdf8002d4c00b9b6b3b3c47bf89b3.jpg
iPhone 13 simple authentique,Neuf,iPhone,375 000,Hlm grand-yoff Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/628c479878301ed03755ca772d6fd31d/-/horizon-files-prod/ed/picture/q2j0r47e/24982e6b6abb36f9a2ebf730c4284db4ecec6fc9.jpg
iPhone 15 simple authentique,Neuf,iPhone,500 000,Hlm grand-yoff Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/f4eb6a171da4cb48a0aa345ce3c0793b/-/horizon-files-prod/ed/picture/qde7w505/6f5e0e502bdb182fac782db744791d87b15fbc53.jpg
z fold 5 open box,Neuf,Samsung,550 000,Hlm grand-yoff Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/e9d75f4862f1344e4e362e49be7149f7/-/horizon-files-prod/ed/picture/q6xdk00p/7750e28354e274f08735d60bf210f7866743f8f1.jpg
Huawei Pura 70 Ultra 512go,Neuf,Huawei,775 000,Plateau Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/06e0849439f73a697b4fa1c9871e24e1/-/horizon-files-prod/ed/picture/qrz8vpen/6ffc189df5a02379566093b8b286b484155fc315.jpg
GALAXY SAMSUNG A34 128GB RAM 6GB,Neuf,Samsung,169 000,Plateau Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/2d76c63f21c1713d62ed21cfb1d57bda/-/horizon-files-prod/ed/picture/qngpxq4r/9752539eb3c8a9ffc0efa6258e28820a139b4b1e.jpg
Oppo reno3,Neuf,Oppo,140 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/eaa01162e5c45ad067ee6afc49ee5df0/-/horizon-files-prod/ed/picture/q44n8gdp/310fa74ec230da1d481526872f1c19667ae1e1f4.jpg
iPhone 6S  MN1M2LL/A 32 GB,Neuf,iPhone,40 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/72fab87b34861c14f816d2b1099e34eb/-/horizon-files-prod/ed/picture/qxjpdnwq/c319c0bb6a4e778502083d64f034cbdc03561a99.jpg
Samsung Galaxy Z Fold 6 256GB + 12 RAM,Neuf,Samsung,1 080 000,Mermoz Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/053e33dc51a7e209c05fbdbe079fce8a/-/horizon-files-prod/ed/picture/qpdm66qp/84eed09e2ad888b406cface80d4b4c17569ac235.jpg
GALAXY SAMSUNG A15 128GB RAM 8GB 4G,Neuf,Samsung,210 000,Plateau Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/6038b60df7136432342a3f8118692fde/-/horizon-files-prod/ed/picture/qgqw9qv0/18abbc8b630e0507e7769455e65d560bd8ad07e8.jpg
15 pro max 256 go,Neuf,iPhone,720 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/9bba8bc3d68732d8f1e4c4099901ff75/-/horizon-files-prod/ed/picture/qzvpv57q/e2c53e3106b8dc643246fdcfcbb749000d278da5.jpg
pixel fold,Neuf,Google,890 000,Hlm grand-yoff Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/0eb3414f8ea198e5d8a53e7b6309b868/-/horizon-files-prod/ed/picture/q8v4zjkn/c1746596e81e5c74bb26e02aaeb8869bb2895cb4.jpg
iPhone 15 pro authentique,Neuf,iPhone,600 000,Hlm grand-yoff Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/0dc1522f0afd8fd2d61b20c2737c6bd5/-/horizon-files-prod/ed/picture/qzvp47rv/534085fc806b8d075e78735048588fe1c98dd3c1.jpg
iPhone 15 plus authentique,Neuf,iPhone,600 000,Hlm grand-yoff Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/812c67f9d2e97e02c602932520d18d14/-/horizon-files-prod/ed/picture/qenv56pd/c43c2225615a78f2f72ec1fc8a84edc430d8bf9b.jpg
GALAXY SAMSUNG A15 256GB RAM 8GB,Neuf,Samsung,122 000,Plateau Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/069a439f64d51a2da51b985d33822d5c/-/horizon-files-prod/ed/picture/qrz8q948/79f21d7da56ff906f67978cc9f7fcdd62597b8b5.jpg
Samsung Galaxy S23,Neuf,Samsung,335 000,Plateau Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/d6f36294f19a9fe067f50701f4196014/-/horizon-files-prod/ed/picture/qq42qz46/c59f71581a1059dc83859ec53498b62e6b7e7698.jpg
Samsung Galaxy Z Fold4 5G,Neuf,Samsung,559 900,Plateau Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/803905a2bb1113e3f7d72c05db26f672/-/horizon-files-prod/ed/picture/q6xkkjwd/fe0cd7ebac1c2c5d7b79d49a7bb8fec0727b73f0.jpg
Tecno Spark 20 - 128Go Ram 8 Go,Neuf,Tecno,67 500,Castor Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/be750d4185491c0f5e3c68fa04e6ed5c/-/horizon-files-prod/ed/picture/q56xv54n/f38ede05e40bc0897cf390f51d02153ed6f33fdc.jpg
GALAXY SAMSUNG A05 64GB RAM 4GB,Neuf,Samsung,73 000,Plateau Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/74d717517015b39b66f0fe595745da81/-/horizon-files-prod/ed/picture/qj4q4vjr/f43ab68dce0cc42e364c26ead3665cc32632e8d5.jpg
GALAXY SAMSUNG A15,Neuf,Samsung,98 000,Plateau Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/7f2d7d3f6d2cc9f8b728880623b3bd4c/-/horizon-files-prod/ed/picture/qngxnjzx/753d6cb18d9de31f5d58fef333573f567004fd57.jpg
"TCL 403 – 32 Go – ÉCRAN 6"" pouces",Neuf,Autres,35 000,Castor Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/5cb941f22c0b4f71ed51dfbed60bf92d/-/horizon-files-prod/ed/picture/q56xzxmg/60f63da78eb1eab237245bba31bac3b6cbfebbb6.jpg
Xiaomi Redmi note 10 pro,Neuf,Xiaomi,140 000,Parcelles Assainies Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/fb47e44dbe65c918925306d0c50d4d18/-/horizon-files-prod/ed/picture/q44njzk5/5e6485397577cec666c835cdaee4532ecad4cdcc.jpg
TABLETTE MODIO 128GB RAM 6GB,Neuf,Autres,39 000,Plateau Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/2072647c2ba4e7c70b1112875b01eb05/-/horizon-files-prod/ed/picture/qxjpd6vj/a6fc4902e0b613a45442e103a8529fe7d95bb849.jpg
Xiaomi Redmi Note 12 ram 4 rom 128 6.5 pouces 5G,Neuf,Xiaomi,100 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/d37618e5044371bd087437e3ef4b3333/-/horizon-files-prod/ed/picture/qgqq0edr/faf878060540740ccd353a9f872a42132326bff5.jpg
HUAWEI NOVA Y70,Neuf,Huawei,100 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/2be81d4eebe8a3ddf7c1e9a50caafc20/-/horizon-files-prod/ed/picture/qk9d9pj/27182b744df7b2dde06edd4c02b16f24af93fd0a.png
IPHONE 11 PRO 64GB,Neuf,iPhone,245 000,Gueule-Tapée Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/06a4461ae63e0beae9258b52ff0f552b/-/horizon-files-prod/ed/picture/qkrgpkd5/9ad240d27a7a5cc63ab871675a42d2b02335e19f.jpg
Samsung Galaxy A35,Neuf,Samsung,210 000,Plateau Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/f584db2b57ed04da5c0267b4d2281d81/-/horizon-files-prod/ed/picture/qrzvpe2m/ceb5890e35a689fc5657c1ddb266579808162ff9.jpg
CASQUE SANS FIL ET ÉCOUTEURS SONY,Neuf,Sony,59 000,Plateau Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/e2cdd5fc24cee9860daec13603a486d6/-/horizon-files-prod/ed/picture/q9m9487p/115a1d9e31db49851f3bf6b80551b73518996fa9.jpg
CASQUE SONY SANS FIL À REDUIRE LE BRUIT WH1000XM4,Neuf,Sony,169 000,Plateau Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/7f5abe8dcbfad0e37bd76cfc6ca93d40/-/horizon-files-prod/ed/picture/qm5p8rw6/27a68b91d61667d203fa99985022433b6f71eef8.jpg
Iphone 14 et 15 pro max a très bas prix 128 giga,Neuf,iPhone,"490 000

455 000

Économisez-7.7%",Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/f5c68e6cdc5bd96c5861f933d37e452f/-/horizon-files-prod/ed/picture/qwe2qe44/1489650b1aa72a24615b5c38d10f204f09ee80b4.jpg
IPHONE15 Pro Max 256G descellé Bleu,Neuf,iPhone,800 000,Gueule-Tapée Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/33c78c0263163b0283ef920912815449/-/horizon-files-prod/ed/picture/q9m97zq5/ac1e84978b7c3bc2e94f38f49da08093a0f6cb9a.jpg
"Itel A70 - 128Go - RAM 3Go - Écran 6.6"" - DUAL SIM",Neuf,Itel,47 000,Castor Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/1d08f70640f7af9d04354f2e53a372be/-/horizon-files-prod/ed/picture/qm5pjmdj/6b43516d54cced8787a8b8dbfbb7941f808d9a17.jpg
Bracelet connecté  bluetooth noir - Wee'Plug SB6,Neuf,Autres,7 000,Patte d‘oie Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/9f0efe651ee7973b16801a6941582b99/-/horizon-files-prod/ed/picture/qpd6864w/8e0241ee32c9e45160c9606c2d04e7ea45319698.jpg
IPHONE 12  64Gb / 128Gb  *Promo Ramadan*,Neuf,iPhone,200 000,Gueule-Tapée Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/023458807ccbabdc9894c6c6b90014ef/-/horizon-files-prod/ed/picture/q448g4w9/267e72c01e9a646e7adc857604cc17a2479334de.jpg
Redmi Note 13 Lite 5G Lte Rom 256Go Ram 8Go,Neuf,Xiaomi,265 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/e2dd470beefa9b75c1759ebe771eea76/-/horizon-files-prod/ed/picture/q0gwrgq6/eb97806a7c9cc56b3c1e4b52cdd55eb66e7207f7.png
iphone 15 pro max,Neuf,iPhone,850 000,Hlm grand-yoff Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/cd47230afdd9a0ea778628847c18c92d/-/horizon-files-prod/ed/picture/qrzv54xm/8120bb0a5decdfaa3fd72b42ad9f182ebce8c063.jpg
TELEPHONE SAMSUNG A54 256GO RAM8GB,Neuf,Samsung,239 000,Plateau Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/d0a7a11d934f15b3a8f3266cad1f33b8/-/horizon-files-prod/ed/picture/qenq46d6/deaf44dc30002938317f979a8ab61c9a6e5aae1f.jpg
Redmi 13 Pro Rom 512Go 5G,Neuf,Xiaomi,260 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/1a96e875ec52e78b495b867ce5b4f98e/-/horizon-files-prod/ed/picture/qgq9xq6k/152fa27215ca1f680fd0fc6bbd8db037b7b55ab7.png
TÉLÉPHONE SAMSUNG A54 128GO RAM6GB,Neuf,Samsung,219 000,Plateau Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/1f8672a86a47b8060088ccd15ae43d49/-/horizon-files-prod/ed/picture/qdekzgd8/20c6ee9a7b9608ccf2317fa198db3820c75a32a1.jpg
Samsung Galaxy A55 128Go - RAM 8Go,Neuf,Samsung,225 000,Mermoz Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/03b68d902fe4ebc2b4c18e9ac47e3f32/-/horizon-files-prod/ed/picture/q2jq6dpv/3637526cb69f09a2ac89d0c8d509e3c325a9d096.png
Samsung Galaxy A55 256Go - RAM 8Go,Neuf,Samsung,245 000,Mermoz Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/1a1cdbb42bcbc3ad919f21b3e39d3e86/-/horizon-files-prod/ed/picture/qwe27jdj/9fbe2c0ecdc06fd596e5f26f0f6b41818ebdfa82.png
Multi Chargeur iPhone,Neuf,Autres,"20 000

25 000

Économisez20%",Grand-Yoff Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/ed0e48291d05128cec553bae46d33e63/-/horizon-files-prod/ed/picture/qrzvkdz2/5c5aebd59e37d400029774e1701eda4c18cea9eb.jpg
Montre connectée Fréquence Cardiaque / pression artérielle,Neuf,Autres,10 000,Patte d‘oie Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/74c8dfca2466a10b34861f4abb867afe/-/horizon-files-prod/ed/picture/q2jqv2rk/021b5bc2a8a80823a19d4ce786b821730a056b8d.jpg
Vente Huawei P60 Pro,Neuf,Huawei,415 000,Plateau Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/34b652ef71f5f58d9f60ee5cf854c144/-/horizon-files-prod/ed/picture/q8v5xw44/4ee6cee37faf05219dc68912247b1eb5acdfe171.jpg
"Désimlockage pour iPhone , 12, 13, 14, 15",Neuf,iPhone,20 000,Colobane Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/f157d7bef09676f1e09bed414dbc9559/-/horizon-files-prod/ed/picture/qngx87p0/e26de40aeb1f1816d6399abc488184c22dea4973.jpg
Samsung A15 Ram 8Go Rom 256Go,Neuf,Samsung,125 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/da17ae4d0dc72aa34319d6f8b08d8ed9/-/horizon-files-prod/ed/picture/q8v52wrr/41ef493c4e65c7f187ed31345bf4762bf5b9fc29.png
GALAXY TECNO POP8 128GB RAM 4GB,Neuf,Tecno,79 000,Plateau Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/b8f6f2ed23b29c038a6e1d9396223869/-/horizon-files-prod/ed/picture/q785d608/f286cd834964538962e669bb8317836eb54848dd.jpg
GALAXY SAMSUNG A05 64GB RAM 4GB,Neuf,Samsung,79 000,Plateau Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/f011e0684ff86cf2cf22ba485e34813b/-/horizon-files-prod/ed/picture/qpd657dq/728984884d374c85d1a688e109e91db421021ef5.jpg
TÉLÉPHONE IPHONE 15 PRO MÁX 256GB,Neuf,iPhone,1 055 000,Plateau Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/e5b9c4d0454cac0b57375750e1aa756f/-/horizon-files-prod/ed/picture/qwe25k8p/f9c2a3d85ccd8d6b7cf35134d57a5fb04a8b0f30.jpg
GALAXY SAMSUNG A34 128GB RAM 6GB 5G,Neuf,Samsung,179 000,Plateau Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/55c6e5c2547afd3ad88690c6ce9e17b8/-/horizon-files-prod/ed/picture/qpd67v62/bf23a9b848a435de4a7feb736a229e3831ed6ac1.jpg
GALAXY SAMSUNG A04S 64GB RAM4GB,Neuf,Samsung,89 000,Plateau Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/c8245d05a2e0053b4349ca3c95134308/-/horizon-files-prod/ed/picture/qrzv5g8n/35f1f316fa7fc12b83abe2a9b89e7fe6ce6ddbe6.jpg
GALAXY SAMSUNG A03S 32GB RAM3GB,Neuf,Samsung,89 000,Plateau Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/ab13566a7a2e12e45604d3b3d6d8e081/-/horizon-files-prod/ed/picture/q9m9wpj0/f52a4ea595fe2cc1808a99fb70daf7b74af82544.jpg
GALAXY SAMSUNG A14 64GB RAM4GB,Neuf,Samsung,98 000,Plateau Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/691702d42c117d45caf4d9e1c200dfb6/-/horizon-files-prod/ed/picture/qenq24x4/08e9b284f78828c98471e8f2f434e6770c5ee853.jpg
GALAXY SAMSUNG A54 128GB RAM8GB,Neuf,Samsung,219 000,Plateau Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/7c28671975da297d6e9b25137f4d7dc7/-/horizon-files-prod/ed/picture/qdek482g/001e4824fc49c42197f5985d981d86cf284707a3.jpg
Honor X9b 5G,Neuf,Honor,299 900,Plateau Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/1a37acbeb14b5a1eb8240cb77ee286c3/-/horizon-files-prod/ed/picture/qgq9z42m/80c180e045003216ebef03c0779eb1f26d534af1.jpg
Samsung Galaxy A24,Neuf,Samsung,125 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/e7e0c501948a1053a5b10e51ec94199d/-/horizon-files-prod/ed/picture/qq4dz88e/db39202ec0a8f220a8eb9dcc53bf9066f18f10e3.jpg
Samsung Galaxy A14 Mémoire 128 Go ram 6,Neuf,Samsung,115 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/ed7e847c8ecd4234da1c243f705da7ad/-/horizon-files-prod/ed/picture/qgqq6q20/34c22a18eb9682e07cb05946167c0a2f800ed88c.png
iPhone 11 Pro 256GB scellé,Neuf,iPhone,295 000,Plateau Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/96d89ff0b9d3c1956f7c13ed765a1578/-/horizon-files-prod/ed/picture/q4487d7r/d107b3210228d94a42ae1dda7c5621e799fa9646.jpg
Téléphone Simple Nokia,Neuf,Nokia,16 000,Guediawaye Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/7e1480bc5431fb88351bc44d1ea6579c/-/horizon-files-prod/ed/picture/q44d54jr/e29c1c703787b901ce57edbda4df99209b8e4b47.jpg
Samsung Galaxy A13 5G,Neuf,Samsung,89 900,Plateau Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/4a6c547bde53ea5568aad824d4d72007/-/horizon-files-prod/ed/picture/qq476nge/f234180db878fb925fad26f95899d05c51eabcbe.jpg
iPhone 15 pro max 256Go sim physique,Neuf,iPhone,850 000,Plateau Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/b79be083cc13301afdabb4a8c5d122af/-/horizon-files-prod/ed/picture/qkrg7np2/04be18e90c8b3582484faac345df110531d4eb39.jpg
GALAXY TECHNO CAMON20 256GB RAM 8GB,Neuf,Autres,149 000,Plateau Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/4b1fe22e9cc30a2613ecc38d44e4288f/-/horizon-files-prod/ed/picture/q9m9k897/a06a3c0632e5ae7d5944b71bf0e98d10a13759a3.jpg
GALAXY SAMSUNG A54 128GB RAM8 GB,Neuf,Samsung,239 000,Plateau Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/6560442806e83cbc6d4fe2e00aca26e6/-/horizon-files-prod/ed/picture/qkrg75gp/97be2629474e42239ce11ddd1c527d217ea2490d.jpg
CASQUE SANS FIL ET ÉCOUTEURS SONY WH-CH520,Neuf,Sony,59 000,Plateau Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/605c88de45c466e2d82a04fc729b0389/-/horizon-files-prod/ed/picture/qm5ppwdg/a273579733ab6b7b9c34815703997dbd5aeccca1.jpg
CASQUE SANS FIL SONY A RÉDUIRE DE BRUIT WH 1000XM4,Neuf,Sony,169 000,Plateau Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/2b0abba2cf4274e9a7941b875c0925b7/-/horizon-files-prod/ed/picture/q9m99vg7/9e5cd09139ae3cdc49b137bc35199084162c3f54.jpg
TÉLÉPHONE TECNO POP7 PRO 64GB RAM 4GB,Neuf,Tecno,79 000,Plateau Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/58f47515a259dbc61b264fe9053811a3/-/horizon-files-prod/ed/picture/qzv4gxjd/ff63d5fe80f3a2889a2db5ad1e9c197cd3a87c76.jpg
Huawei Nova 9Se Ram 8Go Rom 128Go,Neuf,Huawei,170 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/21e66ea93ea2633f0e2ff5c6fa5c363a/-/horizon-files-prod/ed/picture/qng5v2kv/28419eb161bd08f7fd3ee604c4864b4a4e1233ba.jpg
Tecno SPARK 10 C – Mémoire 128 Go – RAM 4 Go,Neuf,Tecno,75 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/b6f084d278563f8939488381c76a201e/-/horizon-files-prod/ed/picture/qkr54kkv/b700c79d15fcb0d2d18467f8f80fb4e0f69abf25.jpg
Tecno Spark 10 – Mémoire 128Go – Ram 8Go,Neuf,Tecno,85 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/e0d50ce683c8b0930055afd17fbafc33/-/horizon-files-prod/ed/picture/q787eqrg/a1d37854340cb4bf662b1e07994b7d6193e14092.jpg
Spark 10 pro ram 8 rom 128 go,Neuf,Tecno,100 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/2cb982c71213dbb8eee1d1e543c6124d/-/horizon-files-prod/ed/picture/q6xx94p8/af3a637c8a68a072b954b4766509d170353fbc20.jpg
Telephone Huawei Nova 10Se,Neuf,Huawei,185 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/deb14969c12598b62b8cf8544b1c0fba/-/horizon-files-prod/ed/picture/qjnd8n4/86bb344eb3717408e08efd6c7e4faf6af84deffb.jpg
Samsung Galaxy Z Flip 5 256Go,Neuf,Samsung,45 000,Plateau Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/27195669899cb794abd18f1052ea1658/-/horizon-files-prod/ed/picture/q564erwe/d816df0e65a79a1effd4f47f0f37c054d30a6f67.jpg
Téléphone Samsung Galaxy A34,Neuf,Samsung,160 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/80e2e03594b47a720f2db9314543cfaf/-/horizon-files-prod/ed/picture/q0gge8r8/51ea209c38dba9dd77e76ed58e8d0346e3779eb6.jpg
Telephone Huawei Nova 8i Rom 128Go Ram 8Go,Neuf,Huawei,130 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/b301ceee26b9342836d45a0790f02a49/-/horizon-files-prod/ed/picture/q56wnv8r/26954e618300de08eb7c96870a0180f3dae38d99.jpg
Samsung A33 Ram 6Go Rom 128Go 5G,Neuf,Samsung,190 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/8a5dc653cb7a6d0341224f44c1a7e8a4/-/horizon-files-prod/ed/picture/q56wnvz0/ef6e258fcd016b6975dd42720769784990a6efad.jpg
Spark 10 pro ram 8 rom 256 go,Neuf,Tecno,115 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/7c299f080a8c36c867e5ee8d48e10670/-/horizon-files-prod/ed/picture/q2jj6nmg/a9949291139bafde4953d01ad888928d59a4c2ec.jpg
